target,year,rank,neighbour,cosine_sim
society,2020,11,strong,0.3184
society,2020,12,today,0.3176
society,2021,1,architecture,0.462
society,2021,2,change,0.4541
society,2021,3,write,0.4375
society,2021,4,great,0.4259
society,2021,5,climate,0.4214
society,2021,6,hoyne,0.4145
society,2021,7,october,0.4058
society,2021,8,american,0.3909
society,2021,9,chair,0.3753
society,2021,10,members,0.3505
society,2021,11,necessary,0.3442
society,2021,12,adaptation,0.3396
society,2022,1,climate,0.4936
society,2022,2,change,0.4543
society,2022,3,hoyne,0.4488
society,2022,4,temple,0.4156
society,2022,5,architecture,0.4113
society,2022,6,tech,0.3901
society,2022,7,better,0.3682
society,2022,8,designers,0.3561
society,2022,9,application,0.354
society,2022,10,migration,0.3531
society,2022,11,write,0.3397
society,2022,12,visiting,0.3288
society,2023,1,change,0.4776
society,2023,2,climate,0.4211
society,2023,3,excellence,0.367
society,2023,4,application,0.346
society,2023,5,colonial,0.3369
society,2023,6,architecture,0.3365
society,2023,7,boston,0.335
society,2023,8,hoyne,0.3228
society,2023,9,temple,0.3226
society,2023,10,strong,0.3194
society,2023,11,october,0.3152
society,2023,12,session,0.3119
society,2024,1,change,0.5249
society,2024,2,climate,0.4723
society,2024,3,architecture,0.466
society,2024,4,design,0.3773
society,2024,5,hoyne,0.3564
society,2024,6,economy,0.3301
society,2024,7,american,0.3216
society,2024,8,october,0.3183
society,2024,9,miami,0.3174
society,2024,10,driven,0.3104
society,2024,11,significant,0.3057
society,2024,12,taught,0.3032
society,2025,1,change,0.4352
society,2025,2,architecture,0.4282
society,2025,3,climate,0.4281
society,2025,4,body,0.3771
society,2025,5,york,0.3636
society,2025,6,american,0.358
society,2025,7,write,0.3542
society,2025,8,equity,0.3471
society,2025,9,conference,0.3446
society,2025,10,hoyne,0.3356
society,2025,11,temple,0.3332
society,2025,12,boston,0.329
society,2026,1,change,0.5483
society,2026,2,architecture,0.5038
society,2026,3,climate,0.5016
society,2026,4,association,0.3821
society,2026,5,hoyne,0.3701
society,2026,6,prof,0.3699
society,2026,7,members,0.3678
society,2026,8,october,0.367
society,2026,9,urbanism,0.3663
society,2026,10,conference,0.3423
society,2026,11,american,0.3396
society,2026,12,write,0.3349
world,2020,1,explore,0.3504
world,2020,2,designers,0.3136
world,2020,3,investigate,0.3061
world,2020,4,global,0.3029
world,2020,5,cultural,0.3027
world,2020,6,architects,0.2989
world,2020,7,body,0.2901
world,2020,8,concepts,0.2891
world,2020,9,environmental,0.2885
world,2020,10,look,0.2852
world,2020,11,aims,0.284
world,2020,12,architecture,0.2816
world,2021,1,active,0.3234
world,2021,2,human,0.3031
world,2021,3,changing,0.2979
world,2021,4,sustainable,0.2962
world,2021,5,major,0.2908
world,2021,6,project,0.2855
world,2021,7,leed,0.2758
world,2021,8,contexts,0.2736
world,2021,9,built,0.2733
world,2021,10,oil,0.2721
world,2021,11,explores,0.2717
world,2021,12,passive,0.2703
world,2022,1,anthropocene,0.3711
world,2022,2,narrative,0.3438
world,2022,3,planet,0.3434
world,2022,4,population,0.33
world,2022,5,equitable,0.3264
world,2022,6,migration,0.3187
world,2022,7,political,0.3166
world,2022,8,modern,0.3079
world,2022,9,virtual,0.2971
world,2022,10,interior,0.2904
world,2022,11,resilient,0.287
world,2022,12,possible,0.2825
world,2023,1,map,0.3499
world,2023,2,creating,0.3251
world,2023,3,alternative,0.3119
world,2023,4,cultural,0.3101
world,2023,5,problems,0.3042
world,2023,6,future,0.3031
world,2023,7,value,0.303
world,2023,8,reality,0.2957
world,2023,9,major,0.2922
world,2023,10,territory,0.2894
world,2023,11,century,0.2867
world,2023,12,housing,0.2851
world,2024,1,engaging,0.3155
world,2024,2,risk,0.3078
world,2024,3,lens,0.2966
world,2024,4,digital,0.2959
world,2024,5,better,0.2928
world,2024,6,principal,0.2908
world,2024,7,range,0.2896
world,2024,8,speculative,0.2785
world,2024,9,leed,0.2781
world,2024,10,section,0.2731
world,2024,11,create,0.2648
world,2024,12,impact,0.2646
world,2025,1,build,0.3374
world,2025,2,scenarios,0.3283
world,2025,3,population,0.3227
world,2025,4,land,0.3197
world,2025,5,fossil,0.3154
world,2025,6,solar,0.3142
world,2025,7,others,0.3117
world,2025,8,species,0.301
world,2025,9,central,0.2998
world,2025,10,testing,0.2967
world,2025,11,available,0.2902
world,2025,12,challenge,0.2863
world,2026,1,map,0.3394
world,2026,2,territory,0.3318
world,2026,3,environments,0.3257
world,2026,4,design,0.3219
world,2026,5,extreme,0.3215
world,2026,6,challenges,0.3202
world,2026,7,discourse,0.3179
world,2026,8,experts,0.3178
world,2026,9,cities,0.3173
world,2026,10,excellence,0.311
world,2026,11,designers,0.3093
world,2026,12,making,0.3062
carbon,2020,1,emissions,0.4838
carbon,2020,2,fossil,0.4412
carbon,2020,3,cycle,0.4284
carbon,2020,4,socio,0.4212
carbon,2020,5,urbanism,0.4146
carbon,2020,6,buildings,0.4075
carbon,2020,7,integrate,0.4049
carbon,2020,8,heat,0.3956
carbon,2020,9,goal,0.3637
carbon,2020,10,energy,0.362
carbon,2020,11,advance,0.3574
carbon,2020,12,ability,0.35
carbon,2021,1,zero,0.579
carbon,2021,2,energy,0.5371
carbon,2021,3,emissions,0.4669
carbon,2021,4,growth,0.4268
carbon,2021,5,scenarios,0.42
carbon,2021,6,regenerative,0.3896
carbon,2021,7,consumption,0.3894
carbon,2021,8,cycle,0.3881
carbon,2021,9,gulf,0.3846
carbon,2021,10,design,0.3668
carbon,2021,11,politics,0.3601
carbon,2021,12,museum,0.351
carbon,2022,1,emissions,0.5773
carbon,2022,2,embodied,0.4208
carbon,2022,3,anthropocene,0.4207
carbon,2022,4,mass,0.3711
carbon,2022,5,leadership,0.364
carbon,2022,6,responsibility,0.3634
carbon,2022,7,building,0.3607
carbon,2022,8,fossil,0.3399
carbon,2022,9,diverse,0.3337
carbon,2022,10,profession,0.3328
carbon,2022,11,exploration,0.3304
carbon,2022,12,tool,0.3272
carbon,2023,1,embodied,0.703
carbon,2023,2,emissions,0.4649
carbon,2023,3,zero,0.4011
carbon,2023,4,materials,0.3995
carbon,2023,5,species,0.3984
carbon,2023,6,cycle,0.3946
carbon,2023,7,decisions,0.3856
carbon,2023,8,building,0.3607
carbon,2023,9,earth,0.3374
carbon,2023,10,assessment,0.3181
carbon,2023,11,regenerative,0.3156
carbon,2023,12,impact,0.3153
carbon,2024,1,embodied,0.4448
carbon,2024,2,emissions,0.4206
carbon,2024,3,fossil,0.3987
carbon,2024,4,waste,0.3888
carbon,2024,5,house,0.3824
carbon,2024,6,energy,0.3757
carbon,2024,7,construction,0.3563
carbon,2024,8,emphasis,0.3503
carbon,2024,9,timber,0.3464
carbon,2024,10,mass,0.3389
carbon,2024,11,sites,0.3208
carbon,2024,12,competition,0.3171
carbon,2025,1,zero,0.669
carbon,2025,2,embodied,0.4988
carbon,2025,3,emissions,0.4801
carbon,2025,4,reuse,0.4563
carbon,2025,5,neighborhood,0.4191
carbon,2025,6,social,0.3968
carbon,2025,7,economy,0.3903
carbon,2025,8,passive,0.372
carbon,2025,9,concept,0.3675
carbon,2025,10,climate,0.3638
carbon,2025,11,adaptive,0.3367
carbon,2025,12,exploration,0.3234
carbon,2026,1,embodied,0.7483
carbon,2026,2,emissions,0.5797
carbon,2026,3,energy,0.4495
carbon,2026,4,consumption,0.3892
carbon,2026,5,principles,0.3664
carbon,2026,6,solar,0.3557
carbon,2026,7,impacts,0.3475
carbon,2026,8,industry,0.3413
carbon,2026,9,activities,0.3385
carbon,2026,10,building,0.3353
carbon,2026,11,integrating,0.3351
carbon,2026,12,material,0.325
critical,2020,1,change,0.3625
critical,2020,2,approach,0.3608
critical,2020,3,mapping,0.3598
critical,2020,4,environmental,0.3583
critical,2020,5,design,0.3487
critical,2020,6,identify,0.3456
critical,2020,7,contemporary,0.3425
critical,2020,8,issues,0.3399
critical,2020,9,knowledge,0.3347
critical,2020,10,scholarship,0.3335
critical,2020,11,inform,0.3315
critical,2020,12,assessment,0.3228
critical,2021,1,thinking,0.3734
critical,2021,2,inquiry,0.3618
critical,2021,3,engage,0.3607
critical,2021,4,provides,0.3603
critical,2021,5,following,0.3342
critical,2021,6,maps,0.3333
critical,2021,7,engaged,0.3251
critical,2021,8,florida,0.325
critical,2021,9,discipline,0.3232
critical,2021,10,perspectives,0.3218
critical,2021,11,home,0.3186
critical,2021,12,experts,0.3171
critical,2022,1,play,0.3726
critical,2022,2,migration,0.3632
critical,2022,3,regions,0.3447
critical,2022,4,organizations,0.3319
critical,2022,5,ground,0.3152
critical,2022,6,coastal,0.3152
critical,2022,7,narrative,0.3113
critical,2022,8,concerns,0.3111
critical,2022,9,resilience,0.3103
critical,2022,10,lens,0.3056
critical,2022,11,short,0.299
critical,2022,12,representation,0.2981
critical,2023,1,experts,0.3467
critical,2023,2,short,0.3176
critical,2023,3,vision,0.3133
critical,2023,4,societal,0.3037
critical,2023,5,teaches,0.3008
critical,2023,6,building,0.2971
critical,2023,7,industrial,0.2949
critical,2023,8,san,0.2933
critical,2023,9,engaging,0.2892
critical,2023,10,production,0.2883
critical,2023,11,play,0.2864
critical,2023,12,lens,0.285
critical,2024,1,required,0.3539
critical,2024,2,scholarship,0.349
critical,2024,3,perspectives,0.3489
critical,2024,4,thinking,0.3298
critical,2024,5,resource,0.3292
critical,2024,6,inquiry,0.3167
critical,2024,7,alternative,0.3152
critical,2024,8,architectural,0.3151
critical,2024,9,ecology,0.3107
critical,2024,10,able,0.3086
critical,2024,11,critically,0.3075
critical,2024,12,humanities,0.3061
critical,2025,1,problem,0.3579
critical,2025,2,thinking,0.3392
critical,2025,3,perspective,0.3195
critical,2025,4,addressing,0.3158
critical,2025,5,engaging,0.3076
critical,2025,6,mapping,0.3047
critical,2025,7,territory,0.3036
critical,2025,8,examine,0.2881
critical,2025,9,planet,0.2791
critical,2025,10,power,0.2766
critical,2025,11,growth,0.2754
critical,2025,12,designing,0.2739
critical,2026,1,inquiry,0.5089
critical,2026,2,architectural,0.4133
critical,2026,3,ethical,0.3832
critical,2026,4,disciplinary,0.3814
critical,2026,5,environmental,0.3526
critical,2026,6,anthropocene,0.3438
critical,2026,7,form,0.3367
critical,2026,8,creative,0.3294
critical,2026,9,cultural,0.3249
critical,2026,10,ecological,0.3222
critical,2026,11,materials,0.3205
critical,2026,12,needs,0.3102
human,2020,1,species,0.4078
human,2020,2,anthropocene,0.3649
human,2020,3,migration,0.3621
human,2020,4,contexts,0.3563
human,2020,5,virtual,0.3556
human,2020,6,comfort,0.3512
human,2020,7,ability,0.3303
human,2020,8,technological,0.3278
human,2020,9,sciences,0.3215
human,2020,10,nature,0.3203
human,2020,11,consumption,0.3191
human,2020,12,face,0.317
human,2021,1,environmental,0.3724
human,2021,2,climate,0.3715
human,2021,3,built,0.3689
human,2021,4,environments,0.3672
human,2021,5,design,0.3579
human,2021,6,social,0.3382
human,2021,7,response,0.3225
human,2021,8,nature,0.319
human,2021,9,experiences,0.3151
human,2021,10,next,0.3118
human,2021,11,weather,0.3108
human,2021,12,integrate,0.3107
human,2022,1,anthropocene,0.4715
human,2022,2,inquiry,0.4449
human,2022,3,decisions,0.377
human,2022,4,planet,0.3756
human,2022,5,comfort,0.3602
human,2022,6,environment,0.3405
human,2022,7,health,0.3356
human,2022,8,species,0.3176
human,2022,9,begin,0.316
human,2022,10,living,0.3124
human,2022,11,communities,0.3093
human,2022,12,vulnerable,0.3088
human,2023,1,adaptation,0.3323
human,2023,2,park,0.3313
human,2023,3,scientific,0.3284
human,2023,4,extraction,0.3279
human,2023,5,resource,0.3275
human,2023,6,inquiry,0.3247
human,2023,7,policies,0.3233
human,2023,8,interior,0.3177
human,2023,9,natural,0.3065
human,2023,10,session,0.3044
human,2023,11,indigenous,0.3036
human,2023,12,anthropocene,0.3027
human,2024,1,health,0.3532
human,2024,2,species,0.3432
human,2024,3,vulnerable,0.3393
human,2024,4,planet,0.3387
human,2024,5,anthropocene,0.3269
human,2024,6,scenarios,0.3117
human,2024,7,complex,0.3061
human,2024,8,integration,0.2998
human,2024,9,space,0.2959
human,2024,10,population,0.2959
human,2024,11,designing,0.2958
human,2024,12,impacts,0.2936
human,2025,1,anthropocene,0.3325
human,2025,2,session,0.3321
human,2025,3,vulnerable,0.3241
human,2025,4,important,0.3075
human,2025,5,contexts,0.3059
human,2025,6,ecologies,0.3035
human,2025,7,indigenous,0.3034
human,2025,8,tool,0.2949
human,2025,9,necessary,0.2862
human,2025,10,infrastructural,0.2843
human,2025,11,activities,0.2816
human,2025,12,earth,0.2791
human,2026,1,equity,0.4092
human,2026,2,health,0.3886
human,2026,3,houston,0.371
human,2026,4,migration,0.3521
human,2026,5,experience,0.3415
human,2026,6,groups,0.33
human,2026,7,comfort,0.3294
human,2026,8,responsive,0.3249
human,2026,9,species,0.319
human,2026,10,environmental,0.3186
human,2026,11,begin,0.3173
human,2026,12,better,0.3076
justice,2020,1,social,0.5821
justice,2020,2,climate,0.4993
justice,2020,3,change,0.463
justice,2020,4,equity,0.4215
justice,2020,5,environmental,0.4211
justice,2020,6,action,0.3837
justice,2020,7,issues,0.3748
justice,2020,8,community,0.3662
justice,2020,9,addressing,0.3612
justice,2020,10,engagement,0.3533
justice,2020,11,decisions,0.3342
justice,2020,12,policy,0.3309
justice,2021,1,climate,0.5
justice,2021,2,equity,0.4168
justice,2021,3,impacts,0.4014
justice,2021,4,migration,0.3854
justice,2021,5,social,0.3838
justice,2021,6,environmental,0.3686
justice,2021,7,change,0.3586
justice,2021,8,component,0.3371
justice,2021,9,people,0.3337
justice,2021,10,crisis,0.3304
justice,2021,11,oklahoma,0.3246
justice,2021,12,topic,0.3131
justice,2022,1,climate,0.473
justice,2022,2,equity,0.4412
justice,2022,3,health,0.3959
justice,2022,4,design,0.3831
justice,2022,5,change,0.3809
justice,2022,6,environmental,0.3652
justice,2022,7,goals,0.3562
justice,2022,8,prof,0.3522
justice,2022,9,educator,0.3448
justice,2022,10,crisis,0.3429
justice,2022,11,leed,0.3402
justice,2022,12,mitigation,0.3386
justice,2023,1,social,0.5061
justice,2023,2,environmental,0.4831
justice,2023,3,equitable,0.389
justice,2023,4,investigate,0.3875
justice,2023,5,available,0.3816
justice,2023,6,contexts,0.3649
justice,2023,7,discipline,0.3463
justice,2023,8,museum,0.3293
justice,2023,9,spatial,0.3248
justice,2023,10,neighborhoods,0.3233
justice,2023,11,humanities,0.3199
justice,2023,12,technological,0.3192
justice,2024,1,climate,0.5321
justice,2024,2,social,0.4549
justice,2024,3,intersection,0.4312
justice,2024,4,change,0.3778
justice,2024,5,crisis,0.3726
justice,2024,6,design,0.3427
justice,2024,7,houston,0.337
justice,2024,8,fellow,0.3232
justice,2024,9,section,0.314
justice,2024,10,required,0.3099
justice,2024,11,spatial,0.307
justice,2024,12,action,0.3039
justice,2025,1,climate,0.5255
justice,2025,2,environmental,0.4476
justice,2025,3,change,0.4207
justice,2025,4,equity,0.4103
justice,2025,5,mitigation,0.3837
justice,2025,6,larger,0.3761
justice,2025,7,social,0.3579
justice,2025,8,design,0.3191
justice,2025,9,addressing,0.3181
justice,2025,10,investigate,0.3173
justice,2025,11,spatial,0.312
justice,2025,12,awarded,0.3094
justice,2026,1,equity,0.5499
justice,2026,2,social,0.4843
justice,2026,3,environmental,0.4601
justice,2026,4,climate,0.4319
justice,2026,5,politics,0.4078
justice,2026,6,change,0.3963
justice,2026,7,urban,0.3827
justice,2026,8,health,0.3819
justice,2026,9,october,0.3735
justice,2026,10,help,0.3638
justice,2026,11,lens,0.3613
justice,2026,12,examine,0.3495
ecological,2020,1,socio,0.416
ecological,2020,2,concerns,0.3906
ecological,2020,3,lab,0.3808
ecological,2020,4,cultural,0.3665
ecological,2020,5,interest,0.3647
ecological,2020,6,design,0.3641
ecological,2020,7,range,0.3506
ecological,2020,8,taught,0.3493
ecological,2020,9,advanced,0.3433
ecological,2020,10,landscape,0.3425
ecological,2020,11,impacts,0.3415
ecological,2020,12,thinking,0.3411
ecological,2021,1,vision,0.3688
ecological,2021,2,shared,0.3577
ecological,2021,3,systems,0.3517
ecological,2021,4,collective,0.3506
ecological,2021,5,regenerative,0.3487
ecological,2021,6,future,0.3366
ecological,2021,7,neighborhood,0.3218
ecological,2021,8,socio,0.3136
ecological,2021,9,urbanism,0.3092
ecological,2021,10,lab,0.3067
ecological,2021,11,economic,0.3031
ecological,2021,12,social,0.3029
ecological,2022,1,anthropocene,0.3898
ecological,2022,2,infrastructural,0.3721
ecological,2022,3,emphasis,0.3583
ecological,2022,4,zero,0.3547
ecological,2022,5,cycle,0.3489
ecological,2022,6,social,0.3337
ecological,2022,7,engaged,0.3314
ecological,2022,8,fossil,0.3196
ecological,2022,9,conditions,0.3001
ecological,2022,10,narratives,0.298
ecological,2022,11,better,0.2933
ecological,2022,12,natural,0.2926
ecological,2023,1,power,0.3439
ecological,2023,2,responsibility,0.3337
ecological,2023,3,cycle,0.3319
ecological,2023,4,cultural,0.327
ecological,2023,5,agency,0.3179
ecological,2023,6,ethical,0.3175
ecological,2023,7,river,0.3123
ecological,2023,8,extraction,0.3044
ecological,2023,9,wide,0.3034
ecological,2023,10,food,0.2945
ecological,2023,11,climatic,0.2891
ecological,2023,12,lab,0.2871
ecological,2024,1,socio,0.3798
ecological,2024,2,environmental,0.3754
ecological,2024,3,responsibility,0.3198
ecological,2024,4,levels,0.3108
ecological,2024,5,ethics,0.3071
ecological,2024,6,institutional,0.3069
ecological,2024,7,gulf,0.3037
ecological,2024,8,health,0.2978
ecological,2024,9,inquiry,0.2956
ecological,2024,10,networks,0.294
ecological,2024,11,addressing,0.2924
ecological,2024,12,species,0.2866
ecological,2025,1,environmental,0.4573
ecological,2025,2,earth,0.3565
ecological,2025,3,social,0.3491
ecological,2025,4,systems,0.346
ecological,2025,5,colonial,0.3378
ecological,2025,6,intersection,0.327
ecological,2025,7,alternative,0.3237
ecological,2025,8,solutions,0.3167
ecological,2025,9,responsibility,0.3131
ecological,2025,10,technological,0.3096
ecological,2025,11,begin,0.3091
ecological,2025,12,justice,0.3086
ecological,2026,1,cultural,0.4262
ecological,2026,2,social,0.4105
ecological,2026,3,contexts,0.398
ecological,2026,4,integrate,0.3918
ecological,2026,5,houston,0.3689
ecological,2026,6,miami,0.3591
ecological,2026,7,ethical,0.3578
ecological,2026,8,engaging,0.3421
ecological,2026,9,perspectives,0.3398
ecological,2026,10,histories,0.3375
ecological,2026,11,interventions,0.3351
ecological,2026,12,material,0.326
community,2020,1,engagement,0.7253
community,2020,2,design,0.3889
community,2020,3,justice,0.3662
community,2020,4,equitable,0.3498
community,2020,5,equity,0.3361
community,2020,6,local,0.333
community,2020,7,public,0.319
community,2020,8,resilient,0.3149
community,2020,9,chair,0.3143
community,2020,10,broader,0.3101
community,2020,11,site,0.3095
community,2020,12,collaboration,0.3077
community,2021,1,partners,0.6084
community,2021,2,regenerative,0.4363
community,2021,3,design,0.4249
community,2021,4,region,0.4118
community,2021,5,neighborhood,0.3892
community,2021,6,north,0.3842
community,2021,7,health,0.3808
community,2021,8,service,0.3742
community,2021,9,planning,0.3713
community,2021,10,issues,0.3701
community,2021,11,engaged,0.365
community,2021,12,equitable,0.3606
community,2022,1,service,0.4191
community,2022,2,design,0.4094
community,2022,3,designers,0.3807
community,2022,4,responsive,0.3804
community,2022,5,engaged,0.3695
community,2022,6,shared,0.3563
community,2022,7,neighborhood,0.3516
community,2022,8,responsibility,0.3246
community,2022,9,educator,0.3177
community,2022,10,goals,0.3159
community,2022,11,introduction,0.3068
community,2022,12,organizations,0.305
community,2023,1,engagement,0.5425
community,2023,2,partners,0.3772
community,2023,3,designer,0.3217
community,2023,4,members,0.3165
community,2023,5,neighborhood,0.31
community,2023,6,public,0.2898
community,2023,7,focused,0.289
community,2023,8,urban,0.2864
community,2023,9,library,0.2789
community,2023,10,institutions,0.2744
community,2023,11,efforts,0.2731
community,2023,12,emphasis,0.2723
community,2024,1,regenerative,0.4234
community,2024,2,partners,0.4173
community,2024,3,experts,0.3689
community,2024,4,teams,0.3299
community,2024,5,engagement,0.3155
community,2024,6,neighborhood,0.3151
community,2024,7,housing,0.3048
community,2024,8,neighborhoods,0.3006
community,2024,9,action,0.2962
community,2024,10,west,0.2959
community,2024,11,aims,0.2919
community,2024,12,local,0.2897
community,2025,1,engagement,0.5561
community,2025,2,engaged,0.4216
community,2025,3,needs,0.3937
community,2025,4,service,0.3717
community,2025,5,partners,0.3381
community,2025,6,shared,0.3114
community,2025,7,integration,0.308
community,2025,8,impact,0.2986
community,2025,9,workshops,0.2943
community,2025,10,cultural,0.29
community,2025,11,engage,0.2899
community,2025,12,local,0.2817
community,2026,1,engaged,0.5712
community,2026,2,partners,0.5515
community,2026,3,resilience,0.4924
community,2026,4,partner,0.4392
community,2026,5,design,0.4311
community,2026,6,collaboration,0.4251
community,2026,7,societal,0.4116
community,2026,8,neighborhood,0.4098
community,2026,9,organizations,0.4043
community,2026,10,public,0.4037
community,2026,11,engagement,0.3958
community,2026,12,visiting,0.3873
issue,2020,1,texas,0.368
issue,2020,2,carbon,0.3441
issue,2020,3,needs,0.3364
issue,2020,4,topic,0.3345
issue,2020,5,region,0.3276
issue,2020,6,public,0.3226
issue,2020,7,disciplines,0.3188
issue,2020,8,presentation,0.3144
issue,2020,9,perspectives,0.3135
issue,2020,10,impacts,0.3069
issue,2020,11,urbanism,0.306
issue,2020,12,adaptation,0.3039
issue,2021,1,list,0.3578
issue,2021,2,programs,0.345
issue,2021,3,wide,0.3362
issue,2021,4,ethical,0.3351
issue,2021,5,innovation,0.318
issue,2021,6,crisis,0.3163
issue,2021,7,scale,0.3136
issue,2021,8,interest,0.3132
issue,2021,9,simulation,0.3121
issue,2021,10,concept,0.3119
issue,2021,11,multi,0.3117
issue,2021,12,published,0.3114
issue,2022,1,narrative,0.4038
issue,2022,2,historical,0.3964
issue,2022,3,population,0.3726
issue,2022,4,significant,0.3703
issue,2022,5,territory,0.354
issue,2022,6,addition,0.3418
issue,2022,7,weather,0.3325
issue,2022,8,others,0.3264
issue,2022,9,cultural,0.3253
issue,2022,10,simulation,0.3253
issue,2022,11,served,0.3244
issue,2022,12,allow,0.3237
issue,2023,1,economy,0.4026
issue,2023,2,problem,0.3745
issue,2023,3,policies,0.3478
issue,2023,4,emissions,0.3432
issue,2023,5,sustainability,0.3387
issue,2023,6,technological,0.3317
issue,2023,7,networks,0.3296
issue,2023,8,people,0.3294
issue,2023,9,crisis,0.3235
issue,2023,10,scientific,0.3223
issue,2023,11,buildings,0.3178
issue,2023,12,century,0.3177
issue,2024,1,houston,0.3893
issue,2024,2,cycle,0.3835
issue,2024,3,waste,0.3701
issue,2024,4,session,0.3619
issue,2024,5,problem,0.3616
issue,2024,6,humanities,0.355
issue,2024,7,data,0.3534
issue,2024,8,anthropocene,0.3428
issue,2024,9,infrastructures,0.3367
issue,2024,10,materials,0.3324
issue,2024,11,land,0.3286
issue,2024,12,scholarship,0.3285
issue,2025,1,complex,0.4745
issue,2025,2,components,0.4647
issue,2025,3,problem,0.4595
issue,2025,4,lens,0.4201
issue,2025,5,making,0.411
issue,2025,6,short,0.4041
issue,2025,7,assessment,0.3962
issue,2025,8,decisions,0.3954
issue,2025,9,embodied,0.3951
issue,2025,10,provides,0.3947
issue,2025,11,contexts,0.3926
issue,2025,12,produce,0.3907
issue,2026,1,technological,0.4012
issue,2026,2,issues,0.3962
issue,2026,3,equitable,0.392
issue,2026,4,building,0.3891
issue,2026,5,reuse,0.3886
issue,2026,6,material,0.3851
issue,2026,7,historic,0.3749
issue,2026,8,preservation,0.3527
issue,2026,9,exploring,0.3525
issue,2026,10,contemporary,0.3513
issue,2026,11,centers,0.3481
issue,2026,12,technical,0.3416
impact,2020,1,building,0.3711
impact,2020,2,potential,0.347
impact,2020,3,thermal,0.3465
impact,2020,4,significant,0.3386
impact,2020,5,environment,0.3371
impact,2020,6,buildings,0.3351
impact,2020,7,assessment,0.3347
impact,2020,8,presentation,0.3338
impact,2020,9,challenges,0.3334
impact,2020,10,built,0.327
impact,2020,11,carbon,0.3268
impact,2020,12,societal,0.321
impact,2021,1,significant,0.4794
impact,2021,2,infrastructural,0.36
impact,2021,3,planet,0.3423
impact,2021,4,water,0.3404
impact,2021,5,potential,0.3327
impact,2021,6,decisions,0.3304
impact,2021,7,ability,0.3279
impact,2021,8,adaptive,0.32
impact,2021,9,performance,0.3195
impact,2021,10,able,0.3167
impact,2021,11,quality,0.3101
impact,2021,12,expertise,0.31
impact,2022,1,profession,0.335
impact,2022,2,necessary,0.3261
impact,2022,3,focused,0.3245
impact,2022,4,structural,0.3185
impact,2022,5,management,0.3149
impact,2022,6,anthropocene,0.3104
impact,2022,7,air,0.3099
impact,2022,8,advance,0.3049
impact,2022,9,relevant,0.2966
impact,2022,10,critically,0.2918
impact,2022,11,lens,0.2904
impact,2022,12,green,0.2886
impact,2023,1,responsibility,0.4029
impact,2023,2,contribute,0.3603
impact,2023,3,ability,0.3559
impact,2023,4,public,0.3553
impact,2023,5,discipline,0.3429
impact,2023,6,designing,0.3324
impact,2023,7,multiple,0.3232
impact,2023,8,interventions,0.3216
impact,2023,9,industry,0.3174
impact,2023,10,carbon,0.3153
impact,2023,11,societal,0.3139
impact,2023,12,experiences,0.3132
impact,2024,1,decisions,0.4276
impact,2024,2,implementation,0.3474
impact,2024,3,equitable,0.3404
impact,2024,4,critically,0.3393
impact,2024,5,investigate,0.3385
impact,2024,6,economic,0.3335
impact,2024,7,necessary,0.331
impact,2024,8,significant,0.325
impact,2024,9,framework,0.3139
impact,2024,10,contribute,0.3106
impact,2024,11,component,0.3082
impact,2024,12,social,0.2965
impact,2025,1,post,0.3421
impact,2025,2,west,0.334
impact,2025,3,oil,0.3229
impact,2025,4,construction,0.3215
impact,2025,5,larger,0.3146
impact,2025,6,infrastructural,0.3132
impact,2025,7,service,0.3111
impact,2025,8,neighborhood,0.3107
impact,2025,9,community,0.2986
impact,2025,10,vulnerable,0.2907
impact,2025,11,health,0.2885
impact,2025,12,reuse,0.2835
impact,2026,1,environmental,0.4869
impact,2026,2,equity,0.4256
impact,2026,3,performance,0.4069
impact,2026,4,broader,0.3713
impact,2026,5,climate,0.3689
impact,2026,6,solutions,0.3676
impact,2026,7,model,0.354
impact,2026,8,analyze,0.3481
impact,2026,9,required,0.3418
impact,2026,10,decisions,0.3348
impact,2026,11,economic,0.3309
impact,2026,12,goals,0.33
experience,2020,1,illinois,0.341
experience,2020,2,oklahoma,0.3253
experience,2020,3,interior,0.3177
experience,2020,4,design,0.3163
experience,2020,5,future,0.3141
experience,2020,6,perspective,0.3116
experience,2020,7,north,0.3108
experience,2020,8,passive,0.3101
experience,2020,9,issues,0.3053
experience,2020,10,online,0.3033
experience,2020,11,worked,0.2987
experience,2020,12,whose,0.2986
experience,2021,1,responsive,0.3687
experience,2021,2,architecture,0.3606
experience,2021,3,media,0.3529
experience,2021,4,experiences,0.3366
experience,2021,5,provides,0.3263
experience,2021,6,illinois,0.3218
experience,2021,7,challenges,0.3201
experience,2021,8,san,0.3192
experience,2021,9,investigate,0.3151
experience,2021,10,designer,0.3143
experience,2021,11,critical,0.3055
experience,2021,12,west,0.3051
experience,2022,1,responsibility,0.377
experience,2022,2,available,0.3508
experience,2022,3,san,0.3297
experience,2022,4,humanities,0.3287
experience,2022,5,partners,0.3145
experience,2022,6,strong,0.3145
experience,2022,7,profession,0.3052
experience,2022,8,presented,0.2996
experience,2022,9,integrate,0.2908
experience,2022,10,complex,0.289
experience,2022,11,allow,0.2865
experience,2022,12,museum,0.2861
experience,2023,1,responsive,0.3553
experience,2023,2,prof,0.3248
experience,2023,3,embodied,0.3164
experience,2023,4,regenerative,0.3113
experience,2023,5,excellence,0.3011
experience,2023,6,architect,0.3005
