target,year,rank,neighbour,cosine_sim
technology,2020,12,technologies,0.2916
technology,2021,1,architecture,0.4145
technology,2021,2,illinois,0.4123
technology,2021,3,design,0.3612
technology,2021,4,florida,0.3578
technology,2021,5,intersection,0.3458
technology,2021,6,integrating,0.3227
technology,2021,7,visiting,0.3224
technology,2021,8,frameworks,0.3127
technology,2021,9,harvard,0.3127
technology,2021,10,ethics,0.3091
technology,2021,11,modeling,0.3078
technology,2021,12,miami,0.3047
technology,2022,1,humanities,0.3892
technology,2022,2,anthropocene,0.3884
technology,2022,3,regenerative,0.3789
technology,2022,4,presentations,0.3482
technology,2022,5,comfort,0.3469
technology,2022,6,advance,0.3407
technology,2022,7,advanced,0.3321
technology,2022,8,interior,0.3261
technology,2022,9,florida,0.3254
technology,2022,10,lab,0.3244
technology,2022,11,necessary,0.3177
technology,2022,12,teaches,0.3177
technology,2023,1,boston,0.3818
technology,2023,2,interior,0.3683
technology,2023,3,leed,0.3396
technology,2023,4,design,0.3394
technology,2023,5,innovative,0.3312
technology,2023,6,illinois,0.3251
technology,2023,7,visiting,0.3242
technology,2023,8,holds,0.3232
technology,2023,9,science,0.3222
technology,2023,10,architecture,0.3221
technology,2023,11,adaptive,0.319
technology,2023,12,climatic,0.3132
technology,2024,1,san,0.3897
technology,2024,2,active,0.3897
technology,2024,3,preservation,0.3432
technology,2024,4,hoyne,0.3077
technology,2024,5,focused,0.3032
technology,2024,6,miami,0.3023
technology,2024,7,conference,0.2989
technology,2024,8,networks,0.2981
technology,2024,9,florida,0.2936
technology,2024,10,technological,0.2894
technology,2024,11,mitigation,0.2881
technology,2024,12,building,0.2855
technology,2025,1,illinois,0.4403
technology,2025,2,virginia,0.3526
technology,2025,3,virtual,0.3419
technology,2025,4,digital,0.3382
technology,2025,5,temple,0.328
technology,2025,6,washington,0.3234
technology,2025,7,structural,0.3233
technology,2025,8,modern,0.3203
technology,2025,9,hoyne,0.3179
technology,2025,10,deep,0.3149
technology,2025,11,tools,0.3136
technology,2025,12,visiting,0.309
technology,2026,1,illinois,0.4484
technology,2026,2,science,0.4346
technology,2026,3,design,0.3767
technology,2026,4,november,0.3704
technology,2026,5,architecture,0.3673
technology,2026,6,harvard,0.3514
technology,2026,7,taught,0.3421
technology,2026,8,sustainability,0.3333
technology,2026,9,holds,0.3316
technology,2026,10,excellence,0.3306
technology,2026,11,engaged,0.3169
technology,2026,12,october,0.3137
culture,2020,1,politics,0.3425
culture,2020,2,teaches,0.3422
culture,2020,3,potential,0.3412
culture,2020,4,designs,0.3376
culture,2020,5,agency,0.3202
culture,2020,6,ecologies,0.3186
culture,2020,7,arts,0.315
culture,2020,8,speculative,0.3138
culture,2020,9,future,0.3121
culture,2020,10,visual,0.312
culture,2020,11,miami,0.3097
culture,2020,12,lens,0.3057
culture,2021,1,places,0.3695
culture,2021,2,indigenous,0.3284
culture,2021,3,fossil,0.3231
culture,2021,4,hoyne,0.3053
culture,2021,5,landscapes,0.3048
culture,2021,6,visiting,0.3019
culture,2021,7,arts,0.3014
culture,2021,8,histories,0.2993
culture,2021,9,labor,0.299
culture,2021,10,history,0.2888
culture,2021,11,concept,0.2887
culture,2021,12,traditional,0.2809
culture,2022,1,november,0.3747
culture,2022,2,illinois,0.3615
culture,2022,3,perspective,0.3314
culture,2022,4,people,0.3192
culture,2022,5,food,0.3186
culture,2022,6,designer,0.3183
culture,2022,7,provides,0.3139
culture,2022,8,prof,0.3072
culture,2022,9,visual,0.306
culture,2022,10,networks,0.3013
culture,2022,11,excellence,0.297
culture,2022,12,environments,0.2955
culture,2023,1,material,0.4617
culture,2023,2,ecology,0.3816
culture,2023,3,explores,0.3658
culture,2023,4,indigenous,0.3523
culture,2023,5,profession,0.3476
culture,2023,6,map,0.3372
culture,2023,7,frameworks,0.3344
culture,2023,8,effects,0.323
culture,2023,9,societal,0.307
culture,2023,10,interventions,0.2991
culture,2023,11,initiative,0.2958
culture,2023,12,particular,0.2888
culture,2024,1,investigate,0.4182
culture,2024,2,patterns,0.313
culture,2024,3,following,0.3126
culture,2024,4,educator,0.2988
culture,2024,5,identify,0.2964
culture,2024,6,ecologies,0.2932
culture,2024,7,people,0.291
culture,2024,8,intersection,0.2903
culture,2024,9,sites,0.2895
culture,2024,10,tool,0.2889
culture,2024,11,ecology,0.2861
culture,2024,12,workshops,0.284
culture,2025,1,agency,0.4036
culture,2025,2,modeling,0.3795
culture,2025,3,holds,0.3778
culture,2025,4,power,0.338
culture,2025,5,indigenous,0.3374
culture,2025,6,section,0.3306
culture,2025,7,fellow,0.329
culture,2025,8,social,0.3182
culture,2025,9,concepts,0.3126
culture,2025,10,infrastructural,0.3088
culture,2025,11,mass,0.3064
culture,2025,12,shared,0.3034
culture,2026,1,museum,0.3718
culture,2026,2,questions,0.3613
culture,2026,3,nature,0.3436
culture,2026,4,unique,0.3397
culture,2026,5,technological,0.3372
culture,2026,6,chair,0.3343
culture,2026,7,book,0.3342
culture,2026,8,association,0.3255
culture,2026,9,theory,0.3241
culture,2026,10,historic,0.3207
culture,2026,11,central,0.3206
culture,2026,12,home,0.3162
local,2020,1,community,0.3828
local,2020,2,challenges,0.375
local,2020,3,experts,0.3624
local,2020,4,regional,0.3623
local,2020,5,identify,0.3567
local,2020,6,scales,0.3482
local,2020,7,organizations,0.3398
local,2020,8,mexico,0.3342
local,2020,9,access,0.3312
local,2020,10,institutions,0.3177
local,2020,11,library,0.3129
local,2020,12,engaged,0.3102
local,2021,1,investigate,0.3317
local,2021,2,communities,0.3305
local,2021,3,primary,0.3213
local,2021,4,several,0.3112
local,2021,5,physical,0.3091
local,2021,6,fabrication,0.308
local,2021,7,landscapes,0.3076
local,2021,8,workshops,0.3067
local,2021,9,deep,0.2966
local,2021,10,narratives,0.2949
local,2021,11,thermal,0.293
local,2021,12,maps,0.2918
local,2022,1,regional,0.7472
local,2022,2,broader,0.4154
local,2022,3,zero,0.3568
local,2022,4,contexts,0.3386
local,2022,5,fossil,0.3313
local,2022,6,ethical,0.3258
local,2022,7,effects,0.3183
local,2022,8,national,0.3149
local,2022,9,collaborative,0.3097
local,2022,10,play,0.3039
local,2022,11,passive,0.2988
local,2022,12,river,0.2982
local,2023,1,organizations,0.4352
local,2023,2,workshops,0.3545
local,2023,3,build,0.3148
local,2023,4,engage,0.3014
local,2023,5,networks,0.3
local,2023,6,flooding,0.2997
local,2023,7,narrative,0.2987
local,2023,8,opportunity,0.2958
local,2023,9,responsive,0.2866
local,2023,10,community,0.2818
local,2023,11,global,0.2816
local,2023,12,engaging,0.2779
local,2024,1,meet,0.4347
local,2024,2,partners,0.4222
local,2024,3,experts,0.402
local,2024,4,organizations,0.3895
local,2024,5,build,0.3409
local,2024,6,museum,0.3346
local,2024,7,design,0.3267
local,2024,8,inquiry,0.3239
local,2024,9,networks,0.3232
local,2024,10,consider,0.3197
local,2024,11,quality,0.3165
local,2024,12,community,0.3115
local,2025,1,travel,0.3549
local,2025,2,impacts,0.3452
local,2025,3,broader,0.3434
local,2025,4,species,0.3385
local,2025,5,thermal,0.3172
local,2025,6,indigenous,0.314
local,2025,7,scales,0.3129
local,2025,8,organizations,0.3096
local,2025,9,groups,0.3062
local,2025,10,planet,0.3052
local,2025,11,air,0.3038
local,2025,12,culture,0.3007
local,2026,1,networks,0.3935
local,2026,2,community,0.3731
local,2026,3,knowledge,0.3631
local,2026,4,regional,0.3371
local,2026,5,goals,0.3365
local,2026,6,partners,0.3359
local,2026,7,shared,0.3357
local,2026,8,aims,0.323
local,2026,9,ground,0.3137
local,2026,10,experts,0.3133
local,2026,11,economic,0.3132
local,2026,12,built,0.3034
global,2020,1,next,0.3885
global,2020,2,industrial,0.3878
global,2020,3,migration,0.3636
global,2020,4,lens,0.3627
global,2020,5,reuse,0.3353
global,2020,6,world,0.3333
global,2020,7,institutional,0.3162
global,2020,8,modern,0.315
global,2020,9,thinking,0.3141
global,2020,10,sources,0.3139
global,2020,11,important,0.3055
global,2020,12,anthropocene,0.3026
global,2021,1,challenges,0.3563
global,2021,2,consider,0.3558
global,2021,3,crisis,0.3499
global,2021,4,intersection,0.3466
global,2021,5,discipline,0.3128
global,2021,6,emissions,0.308
global,2021,7,areas,0.3045
global,2021,8,equitable,0.2978
global,2021,9,extraction,0.2931
global,2021,10,climate,0.2913
global,2021,11,place,0.2905
global,2021,12,change,0.2901
global,2022,1,anthropocene,0.4182
global,2022,2,emissions,0.4107
global,2022,3,climate,0.3775
global,2022,4,migration,0.3659
global,2022,5,thinking,0.363
global,2022,6,crisis,0.3622
global,2022,7,concerns,0.3565
global,2022,8,broader,0.355
global,2022,9,industrial,0.3539
global,2022,10,regional,0.3503
global,2022,11,deep,0.3442
global,2022,12,justice,0.34
global,2023,1,disciplinary,0.3434
global,2023,2,crisis,0.3216
global,2023,3,south,0.3141
global,2023,4,inquiry,0.3127
global,2023,5,regional,0.3085
global,2023,6,fossil,0.2991
global,2023,7,addressing,0.2988
global,2023,8,knowledge,0.2923
global,2023,9,ethical,0.2878
global,2023,10,concept,0.2871
global,2023,11,river,0.2838
global,2023,12,local,0.2816
global,2024,1,south,0.4557
global,2024,2,resource,0.3639
global,2024,3,north,0.3438
global,2024,4,territory,0.3275
global,2024,5,planet,0.3233
global,2024,6,inquiry,0.3186
global,2024,7,growth,0.3086
global,2024,8,face,0.3006
global,2024,9,rise,0.2888
global,2024,10,extraction,0.2881
global,2024,11,industry,0.2843
global,2024,12,infrastructural,0.2795
global,2025,1,shared,0.4204
global,2025,2,challenges,0.3642
global,2025,3,component,0.3392
global,2025,4,sustainability,0.3325
global,2025,5,principles,0.3087
global,2025,6,cities,0.3049
global,2025,7,engagement,0.2959
global,2025,8,excellence,0.2959
global,2025,9,investigate,0.2877
global,2025,10,contexts,0.2864
global,2025,11,significant,0.2854
global,2025,12,west,0.2844
global,2026,1,international,0.3526
global,2026,2,vernacular,0.328
global,2026,3,today,0.3271
global,2026,4,particularly,0.3141
global,2026,5,contexts,0.3124
global,2026,6,colonial,0.3118
global,2026,7,historic,0.309
global,2026,8,required,0.2912
global,2026,9,serve,0.2837
global,2026,10,problem,0.2813
global,2026,11,challenges,0.2807
global,2026,12,resource,0.2805
knowledge,2020,1,practice,0.4022
knowledge,2020,2,application,0.3896
knowledge,2020,3,digital,0.3674
knowledge,2020,4,principles,0.3659
knowledge,2020,5,scientific,0.3655
knowledge,2020,6,topic,0.3593
knowledge,2020,7,tools,0.3514
knowledge,2020,8,build,0.3457
knowledge,2020,9,better,0.3434
knowledge,2020,10,partners,0.3433
knowledge,2020,11,goals,0.3379
knowledge,2020,12,solutions,0.3352
knowledge,2021,1,diverse,0.377
knowledge,2021,2,perspectives,0.366
knowledge,2021,3,technical,0.3522
knowledge,2021,4,better,0.3389
knowledge,2021,5,inquiry,0.3382
knowledge,2021,6,north,0.334
knowledge,2021,7,decisions,0.3323
knowledge,2021,8,emerging,0.3275
knowledge,2021,9,individual,0.326
knowledge,2021,10,service,0.3212
knowledge,2021,11,ethical,0.3209
knowledge,2021,12,management,0.3201
knowledge,2022,1,discipline,0.402
knowledge,2022,2,disciplinary,0.3838
knowledge,2022,3,decisions,0.3678
knowledge,2022,4,provides,0.35
knowledge,2022,5,strong,0.3489
knowledge,2022,6,necessary,0.3426
knowledge,2022,7,unique,0.3367
knowledge,2022,8,broader,0.3337
knowledge,2022,9,application,0.3287
knowledge,2022,10,zero,0.3271
knowledge,2022,11,passive,0.3267
knowledge,2022,12,integrating,0.3243
knowledge,2023,1,responsibility,0.4068
knowledge,2023,2,disciplinary,0.3672
knowledge,2023,3,scientific,0.351
knowledge,2023,4,objectives,0.3408
knowledge,2023,5,policies,0.3371
knowledge,2023,6,discipline,0.3309
knowledge,2023,7,exploring,0.3211
knowledge,2023,8,next,0.3184
knowledge,2023,9,sciences,0.316
knowledge,2023,10,collaborative,0.3121
knowledge,2023,11,body,0.3116
knowledge,2023,12,diverse,0.3037
knowledge,2024,1,scenarios,0.4282
knowledge,2024,2,integrating,0.3623
knowledge,2024,3,shape,0.3273
knowledge,2024,4,engaging,0.3237
knowledge,2024,5,experts,0.3096
knowledge,2024,6,comprehensive,0.3055
knowledge,2024,7,multi,0.2976
knowledge,2024,8,scientific,0.2974
knowledge,2024,9,provides,0.2965
knowledge,2024,10,problem,0.293
knowledge,2024,11,challenges,0.2929
knowledge,2024,12,concepts,0.2834
knowledge,2025,1,body,0.4463
knowledge,2025,2,contribute,0.3739
knowledge,2025,3,expertise,0.3518
knowledge,2025,4,self,0.3509
knowledge,2025,5,physical,0.3253
knowledge,2025,6,earth,0.3249
knowledge,2025,7,face,0.3247
knowledge,2025,8,cultural,0.3188
knowledge,2025,9,experts,0.3091
knowledge,2025,10,educator,0.3077
knowledge,2025,11,opportunities,0.3075
knowledge,2025,12,order,0.3017
knowledge,2026,1,indigenous,0.4987
knowledge,2026,2,systems,0.375
knowledge,2026,3,vernacular,0.3716
knowledge,2026,4,help,0.3705
knowledge,2026,5,local,0.3631
knowledge,2026,6,environmental,0.3587
knowledge,2026,7,living,0.358
knowledge,2026,8,expertise,0.3468
knowledge,2026,9,equitable,0.3421
knowledge,2026,10,alternative,0.3411
knowledge,2026,11,narratives,0.3366
knowledge,2026,12,diverse,0.3318
