target,year,rank,neighbour,cosine_sim
society,2021,3,change,0.4258
society,2021,4,chair,0.4209
society,2021,5,write,0.4165
society,2021,6,american,0.4074
society,2021,7,climate,0.3884
society,2021,8,past,0.3745
society,2021,9,october,0.3729
society,2021,10,members,0.3474
society,2021,11,profession,0.3457
society,2021,12,temple,0.3304
society,2022,1,climate,0.4404
society,2022,2,hoyne,0.4378
society,2022,3,change,0.4371
society,2022,4,temple,0.3937
society,2022,5,tech,0.37
society,2022,6,write,0.3698
society,2022,7,application,0.3684
society,2022,8,boston,0.3653
society,2022,9,architecture,0.3571
society,2022,10,profession,0.3528
society,2022,11,design,0.3458
society,2022,12,members,0.3379
society,2023,1,change,0.527
society,2023,2,climate,0.4094
society,2023,3,application,0.3654
society,2023,4,colonial,0.3596
society,2023,5,temple,0.3243
society,2023,6,architects,0.318
society,2023,7,october,0.3107
society,2023,8,hoyne,0.3078
society,2023,9,excellence,0.3074
society,2023,10,session,0.3061
society,2023,11,equitable,0.3059
society,2023,12,discourse,0.302
society,2024,1,change,0.5325
society,2024,2,climate,0.456
society,2024,3,architecture,0.4163
society,2024,4,hoyne,0.3535
society,2024,5,american,0.3402
society,2024,6,significant,0.3258
society,2024,7,best,0.3212
society,2024,8,design,0.3196
society,2024,9,miami,0.3192
society,2024,10,issues,0.3174
society,2024,11,contexts,0.3095
society,2024,12,strong,0.3052
society,2025,1,change,0.4699
society,2025,2,architecture,0.433
society,2025,3,body,0.412
society,2025,4,climate,0.3914
society,2025,5,ecology,0.3578
society,2025,6,american,0.3517
society,2025,7,culture,0.3488
society,2025,8,conference,0.3485
society,2025,9,boston,0.3482
society,2025,10,hoyne,0.3368
society,2025,11,write,0.3318
society,2025,12,equity,0.3193
society,2026,1,architecture,0.5669
society,2026,2,change,0.5642
society,2026,3,climate,0.4819
society,2026,4,members,0.4292
society,2026,5,write,0.389
society,2026,6,association,0.3771
society,2026,7,urbanism,0.375
society,2026,8,hoyne,0.3606
society,2026,9,selection,0.3492
society,2026,10,educator,0.339
society,2026,11,conference,0.3331
society,2026,12,prof,0.3328
world,2020,1,population,0.3323
world,2020,2,environmental,0.3252
world,2020,3,cultural,0.3205
world,2020,4,particularly,0.3094
world,2020,5,narrative,0.3091
world,2020,6,designing,0.3042
world,2020,7,intersection,0.3025
world,2020,8,body,0.3007
world,2020,9,architects,0.3003
world,2020,10,partner,0.2953
world,2020,11,primary,0.2893
world,2020,12,engaging,0.2879
world,2021,1,active,0.3504
world,2021,2,changing,0.3416
world,2021,3,today,0.3322
world,2021,4,teaches,0.3079
world,2021,5,large,0.3077
world,2021,6,creating,0.2877
world,2021,7,contexts,0.2863
world,2021,8,future,0.2811
world,2021,9,levels,0.2806
world,2021,10,reality,0.2793
world,2021,11,major,0.2782
world,2021,12,modern,0.2779
world,2022,1,narrative,0.3532
world,2022,2,anthropocene,0.3403
world,2022,3,equitable,0.3199
world,2022,4,population,0.3181
world,2022,5,early,0.3153
world,2022,6,political,0.3082
world,2022,7,migration,0.3062
world,2022,8,resilient,0.3003
world,2022,9,post,0.298
world,2022,10,virtual,0.2978
world,2022,11,futures,0.2944
world,2022,12,set,0.2918
world,2023,1,map,0.3536
world,2023,2,creating,0.3284
world,2023,3,emissions,0.319
world,2023,4,discourse,0.3187
world,2023,5,future,0.3114
world,2023,6,concept,0.2996
world,2023,7,technological,0.2909
world,2023,8,economic,0.2907
world,2023,9,river,0.29
world,2023,10,reality,0.2891
world,2023,11,living,0.2845
world,2023,12,vulnerable,0.2839
world,2024,1,engaging,0.351
world,2024,2,digital,0.3247
world,2024,3,speculative,0.3114
world,2024,4,lens,0.3032
world,2024,5,critically,0.301
world,2024,6,principal,0.2927
world,2024,7,risk,0.2861
world,2024,8,leed,0.2856
world,2024,9,range,0.2799
world,2024,10,think,0.2792
world,2024,11,challenges,0.2747
world,2024,12,section,0.2707
world,2025,1,others,0.3442
world,2025,2,build,0.3417
world,2025,3,solar,0.3358
world,2025,4,population,0.3214
world,2025,5,central,0.319
world,2025,6,fossil,0.3175
world,2025,7,scenarios,0.3142
world,2025,8,reality,0.3079
world,2025,9,species,0.3067
world,2025,10,available,0.3035
world,2025,11,critically,0.3029
world,2025,12,changing,0.2973
world,2026,1,extreme,0.3418
world,2026,2,environments,0.3205
world,2026,3,oil,0.3191
world,2026,4,foundation,0.3189
world,2026,5,territory,0.3183
world,2026,6,map,0.3094
world,2026,7,service,0.3084
world,2026,8,experts,0.306
world,2026,9,challenges,0.3059
world,2026,10,making,0.3038
world,2026,11,cities,0.3007
world,2026,12,order,0.3006
carbon,2020,1,cycle,0.4309
carbon,2020,2,emissions,0.4237
carbon,2020,3,urbanism,0.4148
carbon,2020,4,fossil,0.4013
carbon,2020,5,heat,0.3785
carbon,2020,6,socio,0.3758
carbon,2020,7,change,0.3669
carbon,2020,8,ability,0.3544
carbon,2020,9,post,0.3459
carbon,2020,10,buildings,0.3409
carbon,2020,11,building,0.3388
carbon,2020,12,integrate,0.3331
carbon,2021,1,zero,0.5909
carbon,2021,2,energy,0.4908
carbon,2021,3,emissions,0.4724
carbon,2021,4,growth,0.4685
carbon,2021,5,scenarios,0.4315
carbon,2021,6,gulf,0.4303
carbon,2021,7,embodied,0.3726
carbon,2021,8,regenerative,0.37
carbon,2021,9,post,0.3606
carbon,2021,10,futures,0.3586
carbon,2021,11,oil,0.3538
carbon,2021,12,cycle,0.3478
carbon,2022,1,emissions,0.5593
carbon,2022,2,embodied,0.4537
carbon,2022,3,anthropocene,0.4083
carbon,2022,4,mass,0.3611
carbon,2022,5,responsibility,0.3572
carbon,2022,6,leadership,0.3545
carbon,2022,7,designers,0.3439
carbon,2022,8,industry,0.3382
carbon,2022,9,fossil,0.3376
carbon,2022,10,disciplinary,0.3334
carbon,2022,11,diverse,0.3313
carbon,2022,12,sources,0.3296
carbon,2023,1,embodied,0.7107
carbon,2023,2,emissions,0.4509
carbon,2023,3,cycle,0.44
carbon,2023,4,zero,0.432
carbon,2023,5,species,0.4242
carbon,2023,6,timber,0.383
carbon,2023,7,decisions,0.3707
carbon,2023,8,important,0.3598
carbon,2023,9,materials,0.3586
carbon,2023,10,mass,0.3573
carbon,2023,11,building,0.3388
carbon,2023,12,solar,0.3284
carbon,2024,1,embodied,0.4589
carbon,2024,2,emissions,0.4277
carbon,2024,3,waste,0.3971
carbon,2024,4,fossil,0.3963
carbon,2024,5,timber,0.3628
carbon,2024,6,sites,0.3608
carbon,2024,7,mass,0.3586
carbon,2024,8,energy,0.3473
carbon,2024,9,construction,0.3461
carbon,2024,10,competition,0.3352
carbon,2024,11,house,0.3284
carbon,2024,12,structures,0.3116
carbon,2025,1,zero,0.6881
carbon,2025,2,embodied,0.5538
carbon,2025,3,reuse,0.4353
carbon,2025,4,neighborhood,0.4294
carbon,2025,5,emissions,0.4188
carbon,2025,6,economy,0.3627
carbon,2025,7,materials,0.3586
carbon,2025,8,neighborhoods,0.3477
carbon,2025,9,passive,0.3455
carbon,2025,10,areas,0.3443
carbon,2025,11,exploration,0.3418
carbon,2025,12,concept,0.3337
carbon,2026,1,embodied,0.7673
carbon,2026,2,emissions,0.5539
carbon,2026,3,energy,0.4362
carbon,2026,4,building,0.4011
carbon,2026,5,principles,0.3976
carbon,2026,6,impacts,0.3851
carbon,2026,7,solar,0.3659
carbon,2026,8,performance,0.3609
carbon,2026,9,material,0.351
carbon,2026,10,social,0.3478
carbon,2026,11,structural,0.3441
carbon,2026,12,timber,0.3271
critical,2020,1,contemporary,0.3566
critical,2020,2,perspectives,0.3557
critical,2020,3,issues,0.3534
critical,2020,4,design,0.3358
critical,2020,5,major,0.327
critical,2020,6,scholarship,0.3267
critical,2020,7,mapping,0.3232
critical,2020,8,change,0.3215
critical,2020,9,testing,0.3188
critical,2020,10,approach,0.3183
critical,2020,11,identify,0.3132
critical,2020,12,environmental,0.3129
critical,2021,1,florida,0.3939
critical,2021,2,socio,0.3737
critical,2021,3,perspectives,0.3734
critical,2021,4,inquiry,0.3512
critical,2021,5,illinois,0.3424
critical,2021,6,thinking,0.3401
critical,2021,7,question,0.3355
critical,2021,8,discipline,0.3339
critical,2021,9,explores,0.3324
critical,2021,10,provides,0.3291
critical,2021,11,disciplines,0.3276
critical,2021,12,areas,0.3268
critical,2022,1,play,0.3878
critical,2022,2,resilience,0.3564
critical,2022,3,works,0.3526
critical,2022,4,short,0.3254
critical,2022,5,coastal,0.3184
critical,2022,6,thinking,0.318
critical,2022,7,organizations,0.3114
critical,2022,8,migration,0.3112
critical,2022,9,inquiry,0.2957
critical,2022,10,regions,0.2951
critical,2022,11,ground,0.2898
critical,2022,12,integration,0.2883
critical,2023,1,experts,0.3236
critical,2023,2,critically,0.3199
critical,2023,3,societal,0.3198
critical,2023,4,play,0.3168
critical,2023,5,creative,0.3086
critical,2023,6,possible,0.3001
critical,2023,7,discourse,0.3
critical,2023,8,engaging,0.2997
critical,2023,9,action,0.2985
critical,2023,10,following,0.2977
critical,2023,11,issues,0.2968
critical,2023,12,think,0.2966
critical,2024,1,required,0.3711
critical,2024,2,perspectives,0.3531
critical,2024,3,simulation,0.3341
critical,2024,4,thinking,0.3312
critical,2024,5,alternative,0.3278
critical,2024,6,resource,0.3264
critical,2024,7,able,0.3253
critical,2024,8,scholarship,0.322
critical,2024,9,inquiry,0.319
critical,2024,10,oil,0.3144
critical,2024,11,critically,0.3101
critical,2024,12,issues,0.309
critical,2025,1,perspective,0.3801
critical,2025,2,designing,0.3636
critical,2025,3,addressing,0.3574
critical,2025,4,mapping,0.3237
critical,2025,5,collaboration,0.3236
critical,2025,6,thinking,0.3109
critical,2025,7,vision,0.3103
critical,2025,8,alternative,0.2997
critical,2025,9,environments,0.2943
critical,2025,10,deep,0.2927
critical,2025,11,multiple,0.2864
critical,2025,12,problem,0.2864
critical,2026,1,inquiry,0.4676
critical,2026,2,architectural,0.4221
critical,2026,3,designing,0.3926
critical,2026,4,creative,0.3909
critical,2026,5,anthropocene,0.3828
critical,2026,6,ecological,0.3819
critical,2026,7,ethical,0.3713
critical,2026,8,environmental,0.3583
critical,2026,9,cultural,0.3557
critical,2026,10,relevant,0.3555
critical,2026,11,engagement,0.3539
critical,2026,12,particularly,0.3516
human,2020,1,species,0.3959
human,2020,2,anthropocene,0.3852
human,2020,3,virtual,0.3813
human,2020,4,contexts,0.3461
human,2020,5,ability,0.3361
human,2020,6,social,0.3355
human,2020,7,migration,0.3278
human,2020,8,sciences,0.3221
human,2020,9,agency,0.3197
human,2020,10,nature,0.3179
human,2020,11,comfort,0.3169
human,2020,12,face,0.3099
human,2021,1,design,0.3851
human,2021,2,experiences,0.3669
human,2021,3,environmental,0.3552
human,2021,4,built,0.3475
human,2021,5,nature,0.3358
human,2021,6,political,0.3228
human,2021,7,next,0.318
human,2021,8,environment,0.3139
human,2021,9,climate,0.3102
human,2021,10,species,0.3043
human,2021,11,visual,0.302
human,2021,12,architecture,0.2986
human,2022,1,anthropocene,0.439
human,2022,2,inquiry,0.4354
human,2022,3,health,0.3911
human,2022,4,planet,0.3887
human,2022,5,comfort,0.3741
human,2022,6,decisions,0.3591
human,2022,7,intersection,0.3425
human,2022,8,vulnerable,0.3295
human,2022,9,species,0.3204
human,2022,10,responsive,0.3085
human,2022,11,communities,0.3062
human,2022,12,exploring,0.3042
human,2023,1,scientific,0.3738
human,2023,2,adaptation,0.3731
human,2023,3,session,0.3416
human,2023,4,extraction,0.3405
human,2023,5,inquiry,0.3355
human,2023,6,policies,0.3333
human,2023,7,anthropocene,0.3301
human,2023,8,park,0.3288
human,2023,9,thermal,0.3209
human,2023,10,indigenous,0.3183
human,2023,11,natural,0.3077
human,2023,12,intersection,0.2928
human,2024,1,health,0.4675
human,2024,2,planet,0.348
human,2024,3,species,0.3439
human,2024,4,infrastructure,0.3424
human,2024,5,designing,0.315
human,2024,6,challenges,0.3118
human,2024,7,physical,0.2933
human,2024,8,addressing,0.2917
human,2024,9,river,0.2915
human,2024,10,anthropocene,0.2913
human,2024,11,scenarios,0.2902
human,2024,12,space,0.2873
human,2025,1,anthropocene,0.3596
human,2025,2,session,0.3499
human,2025,3,extraction,0.3354
human,2025,4,indigenous,0.3213
human,2025,5,ecologies,0.3209
human,2025,6,contexts,0.3199
human,2025,7,vulnerable,0.3142
human,2025,8,components,0.3007
human,2025,9,important,0.2915
human,2025,10,earth,0.2887
human,2025,11,food,0.2871
human,2025,12,species,0.2809
human,2026,1,equity,0.4022
human,2026,2,houston,0.3848
human,2026,3,health,0.3721
human,2026,4,migration,0.3719
human,2026,5,experience,0.3575
human,2026,6,comfort,0.3301
human,2026,7,body,0.3162
human,2026,8,groups,0.3088
human,2026,9,species,0.3016
human,2026,10,oil,0.3003
human,2026,11,radical,0.2996
human,2026,12,planet,0.2943
justice,2020,1,social,0.562
justice,2020,2,environmental,0.4825
justice,2020,3,climate,0.4788
justice,2020,4,change,0.4559
justice,2020,5,equity,0.4404
justice,2020,6,issues,0.4265
justice,2020,7,action,0.394
justice,2020,8,community,0.387
justice,2020,9,health,0.359
justice,2020,10,urban,0.3577
justice,2020,11,design,0.3415
justice,2020,12,policies,0.331
justice,2021,1,social,0.4816
justice,2021,2,climate,0.4132
justice,2021,3,equity,0.3934
justice,2021,4,migration,0.3756
justice,2021,5,oklahoma,0.3624
justice,2021,6,environmental,0.347
justice,2021,7,people,0.3342
justice,2021,8,applied,0.3179
justice,2021,9,policies,0.3173
justice,2021,10,change,0.3165
justice,2021,11,engaged,0.3133
justice,2021,12,lens,0.3129
justice,2022,1,equity,0.4497
justice,2022,2,climate,0.4223
justice,2022,3,leed,0.3963
justice,2022,4,health,0.3927
justice,2022,5,issues,0.3897
justice,2022,6,design,0.3826
justice,2022,7,goals,0.377
justice,2022,8,designs,0.374
justice,2022,9,mitigation,0.3606
justice,2022,10,experiences,0.3602
justice,2022,11,crisis,0.3496
justice,2022,12,global,0.3419
justice,2023,1,environmental,0.4698
justice,2023,2,social,0.4478
justice,2023,3,equitable,0.4172
justice,2023,4,spatial,0.3729
justice,2023,5,available,0.3488
justice,2023,6,investigate,0.3305
justice,2023,7,climate,0.3305
justice,2023,8,neighborhoods,0.3272
justice,2023,9,list,0.3249
justice,2023,10,action,0.3248
justice,2023,11,vision,0.3222
justice,2023,12,discipline,0.3168
justice,2024,1,climate,0.5393
justice,2024,2,intersection,0.4537
justice,2024,3,social,0.4515
justice,2024,4,crisis,0.3968
justice,2024,5,change,0.3893
justice,2024,6,design,0.3738
justice,2024,7,fellow,0.3369
justice,2024,8,risk,0.3328
justice,2024,9,regenerative,0.3179
justice,2024,10,online,0.3151
justice,2024,11,section,0.3144
justice,2024,12,environmental,0.313
justice,2025,1,climate,0.4743
justice,2025,2,environmental,0.4546
justice,2025,3,equity,0.4236
justice,2025,4,social,0.4045
justice,2025,5,larger,0.3978
justice,2025,6,mitigation,0.3841
justice,2025,7,body,0.3632
justice,2025,8,change,0.3517
justice,2025,9,air,0.3444
justice,2025,10,socio,0.3363
justice,2025,11,opportunities,0.3289
justice,2025,12,recently,0.3259
justice,2026,1,equity,0.5384
justice,2026,2,social,0.4947
justice,2026,3,climate,0.4932
justice,2026,4,environmental,0.4761
justice,2026,5,politics,0.4214
justice,2026,6,change,0.395
justice,2026,7,community,0.3883
justice,2026,8,lens,0.3864
justice,2026,9,health,0.3647
justice,2026,10,examine,0.3619
justice,2026,11,urban,0.3613
justice,2026,12,particularly,0.3579
ecological,2020,1,socio,0.3771
ecological,2020,2,exploration,0.3655
ecological,2020,3,spatial,0.3567
ecological,2020,4,thinking,0.3434
ecological,2020,5,interest,0.3306
ecological,2020,6,challenges,0.326
ecological,2020,7,landscapes,0.3231
ecological,2020,8,extreme,0.3215
ecological,2020,9,concerns,0.3131
ecological,2020,10,landscape,0.3106
ecological,2020,11,migration,0.3103
ecological,2020,12,conditions,0.3084
ecological,2021,1,vision,0.3583
ecological,2021,2,collective,0.3485
ecological,2021,3,economic,0.3434
ecological,2021,4,reuse,0.3304
ecological,2021,5,fossil,0.3159
ecological,2021,6,shared,0.3151
ecological,2021,7,patterns,0.315
ecological,2021,8,social,0.3138
ecological,2021,9,creating,0.3137
ecological,2021,10,systems,0.3133
ecological,2021,11,urbanism,0.3119
ecological,2021,12,innovative,0.3107
ecological,2022,1,approach,0.3551
ecological,2022,2,cycle,0.3522
ecological,2022,3,anthropocene,0.3305
ecological,2022,4,zero,0.3135
ecological,2022,5,texas,0.3101
ecological,2022,6,concerns,0.3072
ecological,2022,7,emphasis,0.3052
ecological,2022,8,infrastructural,0.2942
ecological,2022,9,collaborative,0.2933
ecological,2022,10,networks,0.2918
ecological,2022,11,political,0.2891
ecological,2022,12,deep,0.288
ecological,2023,1,agency,0.3494
ecological,2023,2,play,0.3385
ecological,2023,3,ethics,0.3262
ecological,2023,4,extraction,0.323
ecological,2023,5,ethical,0.3204
ecological,2023,6,responsibility,0.3187
ecological,2023,7,cycle,0.3173
ecological,2023,8,food,0.3032
ecological,2023,9,river,0.3025
ecological,2023,10,wide,0.3015
ecological,2023,11,deep,0.2961
ecological,2023,12,necessary,0.2923
ecological,2024,1,socio,0.4127
ecological,2024,2,social,0.3842
ecological,2024,3,responsibility,0.3778
ecological,2024,4,gulf,0.3756
ecological,2024,5,environmental,0.3517
ecological,2024,6,tech,0.3412
ecological,2024,7,deep,0.3325
ecological,2024,8,species,0.3302
ecological,2024,9,physical,0.3298
ecological,2024,10,levels,0.3213
ecological,2024,11,wide,0.306
ecological,2024,12,impacts,0.3047
ecological,2025,1,environmental,0.3929
ecological,2025,2,industrial,0.3555
ecological,2025,3,socio,0.3399
ecological,2025,4,earth,0.3389
ecological,2025,5,responsibility,0.3369
ecological,2025,6,emphasis,0.3363
ecological,2025,7,innovation,0.3356
ecological,2025,8,alternative,0.3337
ecological,2025,9,colonial,0.3301
ecological,2025,10,social,0.3278
ecological,2025,11,intersection,0.3257
ecological,2025,12,physical,0.3186
ecological,2026,1,cultural,0.4871
ecological,2026,2,social,0.4134
ecological,2026,3,ethical,0.3867
ecological,2026,4,contexts,0.3826
ecological,2026,5,critical,0.3819
ecological,2026,6,houston,0.3756
ecological,2026,7,histories,0.3715
ecological,2026,8,diverse,0.3715
ecological,2026,9,engaging,0.368
ecological,2026,10,systems,0.3678
ecological,2026,11,miami,0.3654
ecological,2026,12,perspectives,0.3598
community,2020,1,engagement,0.7045
community,2020,2,design,0.4624
community,2020,3,justice,0.387
community,2020,4,chair,0.3708
community,2020,5,public,0.3498
community,2020,6,equitable,0.3443
community,2020,7,worked,0.3435
community,2020,8,local,0.3335
community,2020,9,american,0.327
community,2020,10,level,0.3266
community,2020,11,city,0.3213
community,2020,12,historical,0.317
community,2021,1,partners,0.577
community,2021,2,design,0.4445
community,2021,3,neighborhood,0.4362
community,2021,4,groups,0.4293
community,2021,5,issues,0.419
community,2021,6,resilience,0.411
community,2021,7,collaborative,0.4021
community,2021,8,service,0.4
community,2021,9,zero,0.3771
community,2021,10,urban,0.3734
community,2021,11,engagement,0.3693
community,2021,12,north,0.3645
community,2022,1,introduction,0.3681
community,2022,2,engagement,0.3543
community,2022,3,narrative,0.3411
community,2022,4,neighborhood,0.3377
community,2022,5,responsibility,0.3371
community,2022,6,goals,0.3369
community,2022,7,educator,0.3349
community,2022,8,communities,0.3323
community,2022,9,initiative,0.3294
community,2022,10,shared,0.3293
community,2022,11,responsive,0.3265
community,2022,12,chair,0.3209
community,2023,1,engagement,0.5475
community,2023,2,members,0.354
community,2023,3,partners,0.3286
community,2023,4,presentation,0.326
community,2023,5,knowledge,0.3227
community,2023,6,neighborhood,0.3223
community,2023,7,design,0.3156
community,2023,8,opportunities,0.3071
community,2023,9,communities,0.3007
community,2023,10,programs,0.3006
community,2023,11,concept,0.2998
community,2023,12,neighborhoods,0.2946
community,2024,1,partners,0.4271
community,2024,2,teams,0.4027
community,2024,3,experts,0.3851
community,2024,4,neighborhoods,0.3723
community,2024,5,regenerative,0.3524
community,2024,6,organizations,0.3333
community,2024,7,local,0.3221
community,2024,8,simulation,0.3181
community,2024,9,engagement,0.3142
community,2024,10,housing,0.3067
community,2024,11,build,0.3057
community,2024,12,san,0.303
community,2025,1,engagement,0.5935
community,2025,2,engaged,0.4673
community,2025,3,needs,0.3991
community,2025,4,integration,0.3892
community,2025,5,partners,0.3712
community,2025,6,service,0.3374
community,2025,7,value,0.3301
community,2025,8,impact,0.3131
community,2025,9,identify,0.3073
community,2025,10,illinois,0.3015
community,2025,11,social,0.2959
community,2025,12,regions,0.2883
community,2026,1,engaged,0.5612
community,2026,2,resilience,0.4944
community,2026,3,organizations,0.4833
community,2026,4,partners,0.4795
community,2026,5,neighborhood,0.4789
community,2026,6,partner,0.4688
community,2026,7,engagement,0.4456
community,2026,8,public,0.4312
community,2026,9,climate,0.4294
community,2026,10,societal,0.4288
community,2026,11,design,0.4154
community,2026,12,needs,0.4095
issue,2020,1,disciplines,0.3365
issue,2020,2,climate,0.3316
issue,2020,3,texas,0.3234
issue,2020,4,presentation,0.3233
issue,2020,5,served,0.3138
issue,2020,6,impacts,0.3125
issue,2020,7,change,0.3073
issue,2020,8,foundation,0.2974
issue,2020,9,needs,0.297
issue,2020,10,inform,0.293
issue,2020,11,exhibition,0.2915
issue,2020,12,socio,0.2906
issue,2021,1,programs,0.3623
issue,2021,2,wide,0.3444
issue,2021,3,ethical,0.3425
issue,2021,4,published,0.338
issue,2021,5,multi,0.3332
issue,2021,6,concept,0.3325
issue,2021,7,list,0.3282
issue,2021,8,range,0.3262
issue,2021,9,value,0.3253
issue,2021,10,crisis,0.3206
issue,2021,11,interest,0.3198
issue,2021,12,infrastructure,0.3109
issue,2022,1,territory,0.3927
issue,2022,2,narrative,0.3825
issue,2022,3,change,0.3701
issue,2022,4,historical,0.3566
issue,2022,5,significant,0.3493
issue,2022,6,weather,0.3486
issue,2022,7,large,0.343
issue,2022,8,earth,0.3419
issue,2022,9,post,0.3394
issue,2022,10,climate,0.3388
issue,2022,11,population,0.3382
issue,2022,12,addition,0.3344
issue,2023,1,problem,0.4217
issue,2023,2,economy,0.3901
issue,2023,3,policies,0.3751
issue,2023,4,san,0.3742
issue,2023,5,buildings,0.3476
issue,2023,6,people,0.3439
issue,2023,7,technological,0.3435
issue,2023,8,scientific,0.3376
issue,2023,9,crisis,0.3188
issue,2023,10,extreme,0.3147
issue,2023,11,sustainability,0.3118
issue,2023,12,complex,0.3115
issue,2024,1,waste,0.396
issue,2024,2,anthropocene,0.394
issue,2024,3,cycle,0.3853
issue,2024,4,problem,0.3848
issue,2024,5,data,0.3772
issue,2024,6,humanities,0.3758
issue,2024,7,houston,0.37
issue,2024,8,session,0.3623
issue,2024,9,scholarship,0.3534
issue,2024,10,materials,0.3349
issue,2024,11,concerns,0.3327
issue,2024,12,lens,0.3216
issue,2025,1,complex,0.4555
issue,2025,2,components,0.4378
issue,2025,3,embodied,0.4247
issue,2025,4,problem,0.4174
issue,2025,5,contexts,0.4171
issue,2025,6,lens,0.4136
issue,2025,7,making,0.4129
issue,2025,8,assessment,0.4116
issue,2025,9,perspective,0.4074
issue,2025,10,produce,0.3918
issue,2025,11,major,0.3886
issue,2025,12,decisions,0.3884
issue,2026,1,historic,0.4022
issue,2026,2,issues,0.3915
issue,2026,3,reuse,0.3822
issue,2026,4,building,0.3741
issue,2026,5,economy,0.3631
issue,2026,6,societal,0.3609
issue,2026,7,equitable,0.3577
issue,2026,8,technological,0.3519
issue,2026,9,technical,0.3491
issue,2026,10,contemporary,0.3471
issue,2026,11,material,0.3461
issue,2026,12,problem,0.3456
impact,2020,1,thermal,0.3566
impact,2020,2,significant,0.3564
impact,2020,3,challenges,0.3437
impact,2020,4,societal,0.3417
impact,2020,5,potential,0.3393
impact,2020,6,feedback,0.3364
impact,2020,7,decisions,0.3362
impact,2020,8,presentation,0.3345
impact,2020,9,making,0.3266
impact,2020,10,building,0.3247
impact,2020,11,cycle,0.3189
impact,2020,12,drawing,0.3036
impact,2021,1,adaptive,0.3678
impact,2021,2,significant,0.3668
impact,2021,3,decisions,0.3359
impact,2021,4,infrastructural,0.3327
impact,2021,5,potential,0.3233
impact,2021,6,planet,0.309
impact,2021,7,emissions,0.3078
impact,2021,8,gulf,0.3066
impact,2021,9,programs,0.3056
impact,2021,10,economy,0.3054
impact,2021,11,equity,0.3044
impact,2021,12,issues,0.3005
impact,2022,1,management,0.3473
impact,2022,2,necessary,0.3454
impact,2022,3,anthropocene,0.3371
impact,2022,4,perspective,0.3205
impact,2022,5,significant,0.3196
impact,2022,6,structural,0.3155
impact,2022,7,lens,0.3065
impact,2022,8,emerging,0.2993
impact,2022,9,help,0.2992
impact,2022,10,profession,0.297
impact,2022,11,next,0.2957
impact,2022,12,region,0.2936
impact,2023,1,solutions,0.3615
impact,2023,2,discourse,0.3538
impact,2023,3,responsibility,0.3489
impact,2023,4,multiple,0.3447
impact,2023,5,existing,0.3445
impact,2023,6,help,0.3405
impact,2023,7,exploring,0.3384
impact,2023,8,designing,0.3218
impact,2023,9,equitable,0.3195
impact,2023,10,interventions,0.3164
impact,2023,11,societal,0.314
impact,2023,12,impacts,0.3085
impact,2024,1,decisions,0.4109
impact,2024,2,economic,0.3322
impact,2024,3,critically,0.3222
impact,2024,4,design,0.322
impact,2024,5,climate,0.3194
impact,2024,6,implementation,0.3185
impact,2024,7,food,0.3149
impact,2024,8,environments,0.3147
impact,2024,9,sustainable,0.3143
impact,2024,10,equitable,0.3137
impact,2024,11,social,0.3102
impact,2024,12,discourse,0.3094
impact,2025,1,post,0.3513
impact,2025,2,larger,0.3234
impact,2025,3,west,0.3212
impact,2025,4,oil,0.3148
impact,2025,5,community,0.3131
impact,2025,6,vulnerable,0.306
impact,2025,7,neighborhoods,0.3049
impact,2025,8,construction,0.2957
impact,2025,9,reuse,0.2911
impact,2025,10,neighborhood,0.2911
impact,2025,11,opportunity,0.291
impact,2025,12,maps,0.2886
impact,2026,1,environmental,0.4784
impact,2026,2,climate,0.3976
impact,2026,3,design,0.3859
impact,2026,4,performance,0.3849
impact,2026,5,solutions,0.3675
impact,2026,6,able,0.3615
impact,2026,7,leed,0.3603
impact,2026,8,significant,0.36
impact,2026,9,experience,0.36
impact,2026,10,built,0.3576
impact,2026,11,equity,0.357
impact,2026,12,analyze,0.3524
experience,2020,1,illinois,0.3629
experience,2020,2,issues,0.3511
experience,2020,3,perspective,0.337
experience,2020,4,interior,0.3194
experience,2020,5,experiences,0.3121
experience,2020,6,unique,0.3088
experience,2020,7,oklahoma,0.3059
experience,2020,8,best,0.3051
experience,2020,9,passive,0.2939
experience,2020,10,multi,0.2939
experience,2020,11,future,0.2932
experience,2020,12,architecture,0.2921
experience,2021,1,responsive,0.3532
experience,2021,2,collaborative,0.3435
experience,2021,3,investigate,0.3355
experience,2021,4,architecture,0.3335
experience,2021,5,experiences,0.332
experience,2021,6,san,0.326
experience,2021,7,provides,0.3117
experience,2021,8,illinois,0.3115
experience,2021,9,modern,0.3112
experience,2021,10,architectural,0.296
experience,2021,11,american,0.2926
experience,2021,12,issues,0.2925
experience,2022,1,responsibility,0.435
experience,2022,2,san,0.3664
experience,2022,3,partners,0.3615
experience,2022,4,institutions,0.3362
experience,2022,5,available,0.3242
experience,2022,6,teams,0.3178
experience,2022,7,community,0.3117
experience,2022,8,visiting,0.3107
experience,2022,9,profession,0.3092
experience,2022,10,presented,0.3081
experience,2022,11,humanities,0.3059
experience,2022,12,integrate,0.3052
experience,2023,1,responsive,0.3548
experience,2023,2,embodied,0.3173
experience,2023,3,presented,0.3125
experience,2023,4,illinois,0.3095
experience,2023,5,engaging,0.3005
experience,2023,6,educator,0.2973
experience,2023,7,innovative,0.2971
experience,2023,8,management,0.2952
experience,2023,9,adaptation,0.2913
