target,year,rank,neighbour,cosine_sim
climate,2026,11,design,0.4762
climate,2026,12,equity,0.4645
change,2020,1,climate,0.9478
change,2020,2,society,0.5286
change,2020,3,problem,0.4667
change,2020,4,justice,0.4559
change,2020,5,face,0.4322
change,2020,6,societal,0.4258
change,2020,7,scenarios,0.4118
change,2020,8,social,0.4107
change,2020,9,offer,0.4038
change,2020,10,write,0.3931
change,2020,11,architecture,0.3897
change,2020,12,impacts,0.3896
change,2021,1,climate,0.9393
change,2021,2,mitigation,0.4499
change,2021,3,addressing,0.4473
change,2021,4,adaptation,0.4386
change,2021,5,society,0.4258
change,2021,6,effects,0.4254
change,2021,7,challenges,0.4059
change,2021,8,architecture,0.3955
change,2021,9,profession,0.3775
change,2021,10,crisis,0.3745
change,2021,11,energy,0.3734
change,2021,12,designing,0.3568
change,2022,1,climate,0.8992
change,2022,2,society,0.4371
change,2022,3,migration,0.3907
change,2022,4,weather,0.3838
change,2022,5,write,0.3732
change,2022,6,vulnerable,0.361
change,2022,7,responsibility,0.344
change,2022,8,crisis,0.3404
change,2022,9,introduction,0.3399
change,2022,10,mitigation,0.3364
change,2022,11,hoyne,0.3317
change,2022,12,advance,0.3261
change,2023,1,climate,0.903
change,2023,2,society,0.527
change,2023,3,critically,0.4036
change,2023,4,action,0.3618
change,2023,5,migration,0.3578
change,2023,6,great,0.3574
change,2023,7,selection,0.357
change,2023,8,concepts,0.3355
change,2023,9,mitigation,0.3225
change,2023,10,crisis,0.3217
change,2023,11,risk,0.3194
change,2023,12,policies,0.3159
change,2024,1,climate,0.8855
change,2024,2,society,0.5325
change,2024,3,crisis,0.4534
change,2024,4,justice,0.3893
change,2024,5,addressing,0.366
change,2024,6,issues,0.3521
change,2024,7,oil,0.3317
change,2024,8,impacts,0.3313
change,2024,9,sea,0.326
change,2024,10,effects,0.3226
change,2024,11,mitigation,0.3213
change,2024,12,site,0.3167
change,2025,1,climate,0.8
change,2025,2,society,0.4699
change,2025,3,awarded,0.3557
change,2025,4,social,0.3553
change,2025,5,architecture,0.3542
change,2025,6,extreme,0.3521
change,2025,7,justice,0.3517
change,2025,8,discourse,0.3345
change,2025,9,ecology,0.3313
change,2025,10,recently,0.3232
change,2025,11,initiative,0.3177
change,2025,12,intersection,0.3117
change,2026,1,climate,0.8338
change,2026,2,society,0.5642
change,2026,3,environmental,0.4932
change,2026,4,architecture,0.4863
change,2026,5,adaptation,0.4632
change,2026,6,architectural,0.4371
change,2026,7,aims,0.4337
change,2026,8,societal,0.427
change,2026,9,problem,0.4234
change,2026,10,prof,0.4108
change,2026,11,justice,0.395
change,2026,12,challenges,0.3901
environmental,2020,1,social,0.5512
environmental,2020,2,justice,0.4825
environmental,2020,3,architectural,0.4235
environmental,2020,4,architecture,0.4147
environmental,2020,5,component,0.4086
environmental,2020,6,concerns,0.4075
environmental,2020,7,integrating,0.4065
environmental,2020,8,urban,0.3988
environmental,2020,9,design,0.3918
environmental,2020,10,comfort,0.3906
environmental,2020,11,association,0.376
environmental,2020,12,focused,0.3732
environmental,2021,1,design,0.49
environmental,2021,2,principles,0.416
environmental,2021,3,architecture,0.408
environmental,2021,4,socio,0.3935
environmental,2021,5,social,0.3856
environmental,2021,6,risk,0.3784
environmental,2021,7,body,0.3769
environmental,2021,8,cultural,0.3707
environmental,2021,9,ethics,0.3674
environmental,2021,10,challenges,0.3648
environmental,2021,11,political,0.364
environmental,2021,12,scales,0.3616
environmental,2022,1,intersection,0.4277
environmental,2022,2,material,0.4068
environmental,2022,3,climate,0.3979
environmental,2022,4,social,0.3958
environmental,2022,5,sustainability,0.3944
environmental,2022,6,economic,0.3881
environmental,2022,7,health,0.3778
environmental,2022,8,passive,0.3703
environmental,2022,9,climatic,0.3571
environmental,2022,10,frameworks,0.3482
environmental,2022,11,tool,0.3474
environmental,2022,12,equity,0.3344
environmental,2023,1,justice,0.4698
environmental,2023,2,leadership,0.4202
environmental,2023,3,particular,0.4167
environmental,2023,4,wide,0.365
environmental,2023,5,design,0.3626
environmental,2023,6,significant,0.3611
environmental,2023,7,technical,0.3608
environmental,2023,8,disciplines,0.3584
environmental,2023,9,energy,0.348
environmental,2023,10,narrative,0.3349
environmental,2023,11,responsive,0.3338
environmental,2023,12,climate,0.3229
environmental,2024,1,social,0.4756
environmental,2024,2,significant,0.3821
environmental,2024,3,humanities,0.3701
environmental,2024,4,ethical,0.3572
environmental,2024,5,ecological,0.3517
environmental,2024,6,political,0.3513
environmental,2024,7,efforts,0.3442
environmental,2024,8,economic,0.3408
environmental,2024,9,design,0.3364
environmental,2024,10,places,0.3324
environmental,2024,11,representation,0.3292
environmental,2024,12,ideas,0.3226
environmental,2025,1,justice,0.4546
environmental,2025,2,social,0.4194
environmental,2025,3,sustainable,0.4126
environmental,2025,4,ecological,0.3929
environmental,2025,5,city,0.3696
environmental,2025,6,sustainability,0.346
environmental,2025,7,design,0.3355
environmental,2025,8,mitigation,0.3209
environmental,2025,9,cultural,0.319
environmental,2025,10,climate,0.316
environmental,2025,11,urban,0.3112
environmental,2025,12,concepts,0.31
environmental,2026,1,climate,0.6119
environmental,2026,2,architectural,0.5844
environmental,2026,3,social,0.5541
environmental,2026,4,design,0.5306
environmental,2026,5,systems,0.5209
environmental,2026,6,change,0.4932
environmental,2026,7,economic,0.4791
environmental,2026,8,impact,0.4784
environmental,2026,9,justice,0.4761
environmental,2026,10,material,0.4697
environmental,2026,11,performance,0.4607
environmental,2026,12,spatial,0.4591
systems,2020,1,infrastructure,0.4805
systems,2020,2,structures,0.3626
systems,2020,3,environmental,0.3594
systems,2020,4,components,0.3532
systems,2020,5,explore,0.3486
systems,2020,6,communities,0.3445
systems,2020,7,past,0.341
systems,2020,8,structural,0.3375
systems,2020,9,passive,0.3371
systems,2020,10,concerns,0.3367
systems,2020,11,regional,0.3366
systems,2020,12,water,0.3363
systems,2021,1,reuse,0.4246
systems,2021,2,integration,0.3996
systems,2021,3,design,0.384
systems,2021,4,energy,0.3615
systems,2021,5,networks,0.3548
systems,2021,6,regenerative,0.3502
systems,2021,7,performance,0.3297
systems,2021,8,heat,0.3283
systems,2021,9,urban,0.3194
systems,2021,10,making,0.3166
systems,2021,11,system,0.3138
systems,2021,12,ecological,0.3133
systems,2022,1,networks,0.3521
systems,2022,2,frameworks,0.3429
systems,2022,3,contexts,0.3411
systems,2022,4,prof,0.3374
systems,2022,5,anthropocene,0.3331
systems,2022,6,explore,0.3191
systems,2022,7,ecology,0.3171
systems,2022,8,teams,0.3142
systems,2022,9,passive,0.3141
systems,2022,10,alternative,0.3127
systems,2022,11,infrastructural,0.3057
systems,2022,12,cycle,0.3041
systems,2023,1,regenerative,0.3795
systems,2023,2,integration,0.3762
systems,2023,3,without,0.3724
systems,2023,4,florida,0.3562
systems,2023,5,california,0.3486
systems,2023,6,exploring,0.3481
systems,2023,7,design,0.3426
systems,2023,8,concepts,0.3381
systems,2023,9,forms,0.3327
systems,2023,10,adaptive,0.3291
systems,2023,11,components,0.3284
systems,2023,12,responsive,0.3278
systems,2024,1,components,0.4074
systems,2024,2,radical,0.405
systems,2024,3,societal,0.3609
systems,2024,4,quality,0.3602
systems,2024,5,thinking,0.3478
systems,2024,6,built,0.3452
systems,2024,7,embodied,0.3433
systems,2024,8,infrastructural,0.3304
systems,2024,9,goal,0.315
systems,2024,10,life,0.3107
systems,2024,11,air,0.3096
systems,2024,12,structural,0.3078
systems,2025,1,infrastructural,0.3907
systems,2025,2,critically,0.3385
systems,2025,3,activities,0.3206
systems,2025,4,planet,0.312
systems,2025,5,structural,0.3014
systems,2025,6,embodied,0.2969
systems,2025,7,simulation,0.2959
systems,2025,8,concepts,0.2958
systems,2025,9,investigate,0.2951
systems,2025,10,futures,0.2893
systems,2025,11,map,0.2886
systems,2025,12,perspective,0.2837
systems,2026,1,energy,0.527
systems,2026,2,environmental,0.5209
systems,2026,3,integrating,0.4888
systems,2026,4,form,0.4817
systems,2026,5,climate,0.4627
systems,2026,6,social,0.4352
systems,2026,7,material,0.4302
systems,2026,8,design,0.4234
systems,2026,9,active,0.4077
systems,2026,10,architectural,0.4006
systems,2026,11,food,0.391
systems,2026,12,building,0.3882
energy,2020,1,performance,0.4618
energy,2020,2,embodied,0.461
energy,2020,3,green,0.4125
energy,2020,4,zero,0.4084
energy,2020,5,fossil,0.4012
energy,2020,6,virtual,0.389
energy,2020,7,passive,0.3889
energy,2020,8,solar,0.3787
energy,2020,9,resource,0.3724
energy,2020,10,extraction,0.3691
energy,2020,11,consumption,0.3649
energy,2020,12,infrastructure,0.3571
energy,2021,1,consumption,0.5802
energy,2021,2,embodied,0.5435
energy,2021,3,carbon,0.4908
energy,2021,4,emissions,0.4865
energy,2021,5,building,0.4635
energy,2021,6,zero,0.459
energy,2021,7,growth,0.4353
energy,2021,8,resources,0.408
energy,2021,9,mass,0.4003
energy,2021,10,leadership,0.3893
energy,2021,11,design,0.383
energy,2021,12,passive,0.3826
energy,2022,1,solar,0.5544
energy,2022,2,zero,0.5103
energy,2022,3,passive,0.4156
energy,2022,4,fossil,0.3961
energy,2022,5,food,0.3578
energy,2022,6,water,0.3495
energy,2022,7,thermal,0.3461
energy,2022,8,reuse,0.3414
energy,2022,9,simulation,0.3371
energy,2022,10,frameworks,0.3351
energy,2022,11,performance,0.3315
energy,2022,12,cycle,0.3314
energy,2023,1,solar,0.4132
energy,2023,2,environmental,0.348
energy,2023,3,construction,0.3458
energy,2023,4,passive,0.3409
energy,2023,5,water,0.329
energy,2023,6,systems,0.3253
energy,2023,7,wide,0.3226
energy,2023,8,consumption,0.3023
energy,2023,9,carbon,0.3018
energy,2023,10,zero,0.293
energy,2023,11,building,0.2913
energy,2023,12,explore,0.2874
energy,2024,1,embodied,0.4564
energy,2024,2,resource,0.3753
energy,2024,3,island,0.3695
energy,2024,4,preservation,0.3504
energy,2024,5,carbon,0.3473
energy,2024,6,alternative,0.3454
energy,2024,7,engineering,0.344
energy,2024,8,consumption,0.3396
energy,2024,9,risk,0.3376
energy,2024,10,strong,0.3311
energy,2024,11,extraction,0.3286
energy,2024,12,solar,0.3275
energy,2025,1,consumption,0.5601
energy,2025,2,solar,0.4355
energy,2025,3,growth,0.3949
energy,2025,4,mass,0.3818
energy,2025,5,embodied,0.3781
energy,2025,6,heat,0.364
energy,2025,7,green,0.3522
energy,2025,8,infrastructure,0.352
energy,2025,9,testing,0.3466
energy,2025,10,mitigation,0.3418
energy,2025,11,policies,0.3378
energy,2025,12,thermal,0.3294
energy,2026,1,systems,0.527
energy,2026,2,consumption,0.4828
energy,2026,3,building,0.4525
energy,2026,4,solar,0.4497
energy,2026,5,technological,0.4384
energy,2026,6,carbon,0.4362
energy,2026,7,impacts,0.4297
energy,2026,8,scenarios,0.4093
energy,2026,9,environmental,0.4091
energy,2026,10,climate,0.4037
energy,2026,11,emissions,0.364
energy,2026,12,heat,0.3625
material,2020,1,reuse,0.48
material,2020,2,production,0.4207
material,2020,3,physical,0.3997
material,2020,4,ethics,0.3792
material,2020,5,introduction,0.3602
material,2020,6,futures,0.3599
material,2020,7,testing,0.354
material,2020,8,deep,0.353
material,2020,9,integration,0.3505
material,2020,10,consumption,0.3488
material,2020,11,fabrication,0.3441
material,2020,12,materials,0.3346
material,2021,1,techniques,0.3724
material,2021,2,performance,0.3617
material,2021,3,making,0.3591
material,2021,4,expertise,0.3429
material,2021,5,component,0.3288
material,2021,6,reuse,0.3255
material,2021,7,materials,0.3172
material,2021,8,construction,0.3158
material,2021,9,fabrication,0.314
material,2021,10,histories,0.2991
material,2021,11,representation,0.2989
material,2021,12,integrating,0.2987
material,2022,1,extraction,0.4136
material,2022,2,environmental,0.4068
material,2022,3,building,0.3659
material,2022,4,design,0.3652
material,2022,5,texas,0.3582
material,2022,6,materials,0.3487
material,2022,7,representation,0.3343
material,2022,8,comfort,0.3343
material,2022,9,anthropocene,0.3282
material,2022,10,climatic,0.3215
material,2022,11,physical,0.3127
material,2022,12,deep,0.3108
material,2023,1,ecology,0.4881
material,2023,2,labor,0.4749
material,2023,3,culture,0.4683
material,2023,4,fabrication,0.3992
material,2023,5,performance,0.3843
material,2023,6,land,0.3839
material,2023,7,reuse,0.357
material,2023,8,communities,0.3559
material,2023,9,ecologies,0.3406
material,2023,10,ethics,0.3371
material,2023,11,opportunity,0.3338
material,2023,12,construction,0.3312
material,2024,1,construction,0.5679
material,2024,2,performance,0.4179
material,2024,3,waste,0.4063
material,2024,4,fabrication,0.3926
material,2024,5,concept,0.3919
material,2024,6,labor,0.3746
material,2024,7,impacts,0.37
material,2024,8,building,0.3478
material,2024,9,consumption,0.3459
material,2024,10,local,0.3381
material,2024,11,embodied,0.3273
material,2024,12,gulf,0.3172
material,2025,1,testing,0.3952
material,2025,2,waste,0.3739
material,2025,3,speculative,0.3372
material,2025,4,alternative,0.3351
material,2025,5,fabrication,0.3279
material,2025,6,library,0.3227
material,2025,7,thermal,0.3202
material,2025,8,materials,0.3167
material,2025,9,cycle,0.3119
material,2025,10,life,0.304
material,2025,11,politics,0.2919
material,2025,12,site,0.2863
material,2026,1,waste,0.5057
material,2026,2,environmental,0.4697
material,2026,3,ecologies,0.4629
material,2026,4,labor,0.4371
material,2026,5,fabrication,0.435
material,2026,6,systems,0.4302
material,2026,7,architectural,0.4273
material,2026,8,narrative,0.4266
material,2026,9,centers,0.3872
material,2026,10,agency,0.3826
material,2026,11,materials,0.3793
material,2026,12,climate,0.3707
sustainable,2020,1,design,0.4238
sustainable,2020,2,goals,0.4157
sustainable,2020,3,perspective,0.4131
sustainable,2020,4,green,0.4072
sustainable,2020,5,frameworks,0.4013
sustainable,2020,6,leadership,0.3924
sustainable,2020,7,leed,0.3747
sustainable,2020,8,resource,0.3615
sustainable,2020,9,thinking,0.3589
sustainable,2020,10,integration,0.3525
sustainable,2020,11,larger,0.3448
sustainable,2020,12,management,0.344
sustainable,2021,1,design,0.6155
sustainable,2021,2,resilient,0.4265
sustainable,2021,3,principles,0.4252
sustainable,2021,4,green,0.4187
sustainable,2021,5,building,0.4059
sustainable,2021,6,passive,0.405
sustainable,2021,7,sustainability,0.4049
sustainable,2021,8,built,0.3999
sustainable,2021,9,future,0.3964
sustainable,2021,10,regenerative,0.391
sustainable,2021,11,equitable,0.391
sustainable,2021,12,integrate,0.386
sustainable,2022,1,solutions,0.4401
sustainable,2022,2,ethics,0.3596
sustainable,2022,3,bio,0.3476
sustainable,2022,4,partners,0.3417
sustainable,2022,5,museum,0.3388
sustainable,2022,6,teaches,0.338
sustainable,2022,7,goals,0.329
sustainable,2022,8,better,0.3188
sustainable,2022,9,whose,0.3154
sustainable,2022,10,designed,0.3139
sustainable,2022,11,chair,0.3126
sustainable,2022,12,health,0.312
sustainable,2023,1,leed,0.3697
sustainable,2023,2,design,0.3617
sustainable,2023,3,principles,0.3544
sustainable,2023,4,construction,0.352
sustainable,2023,5,responsive,0.3109
sustainable,2023,6,integration,0.3102
sustainable,2023,7,building,0.3069
sustainable,2023,8,techniques,0.303
sustainable,2023,9,components,0.2889
sustainable,2023,10,integrating,0.2831
sustainable,2023,11,zero,0.281
sustainable,2023,12,architecture,0.2804
sustainable,2024,1,equitable,0.4456
sustainable,2024,2,design,0.4122
sustainable,2024,3,territory,0.3671
sustainable,2024,4,island,0.3369
sustainable,2024,5,resilient,0.3327
sustainable,2024,6,architectural,0.3183
sustainable,2024,7,excellence,0.3158
sustainable,2024,8,impact,0.3143
sustainable,2024,9,scenarios,0.3131
sustainable,2024,10,contribute,0.305
sustainable,2024,11,futures,0.3031
sustainable,2024,12,necessary,0.302
sustainable,2025,1,goals,0.4148
sustainable,2025,2,environmental,0.4126
sustainable,2025,3,principles,0.3942
sustainable,2025,4,challenges,0.3903
sustainable,2025,5,component,0.3872
sustainable,2025,6,perspective,0.3329
sustainable,2025,7,united,0.3308
sustainable,2025,8,integration,0.3287
sustainable,2025,9,passive,0.3205
sustainable,2025,10,integrating,0.3203
sustainable,2025,11,industry,0.3198
sustainable,2025,12,lead,0.3146
sustainable,2026,1,design,0.4242
sustainable,2026,2,practices,0.4095
sustainable,2026,3,creating,0.395
sustainable,2026,4,equitable,0.3847
sustainable,2026,5,goals,0.374
sustainable,2026,6,building,0.3723
sustainable,2026,7,architecture,0.3691
sustainable,2026,8,leed,0.3494
sustainable,2026,9,performance,0.3425
sustainable,2026,10,spaces,0.3383
sustainable,2026,11,sustainability,0.3376
sustainable,2026,12,integrate,0.3353
future,2020,1,help,0.3623
future,2020,2,model,0.3478
future,2020,3,neighborhood,0.3389
future,2020,4,culture,0.3281
future,2020,5,better,0.323
future,2020,6,framework,0.3227
future,2020,7,presentation,0.3188
future,2020,8,look,0.3174
future,2020,9,changing,0.3144
future,2020,10,area,0.3143
future,2020,11,present,0.3136
future,2020,12,selection,0.3115
future,2021,1,vision,0.4516
future,2021,2,past,0.4186
future,2021,3,sustainable,0.3964
future,2021,4,making,0.3754
future,2021,5,selection,0.3709
future,2021,6,futures,0.3661
future,2021,7,challenges,0.3649
future,2021,8,better,0.3591
future,2021,9,face,0.3546
future,2021,10,ethical,0.3531
future,2021,11,scenarios,0.3504
future,2021,12,frameworks,0.3502
future,2022,1,past,0.3815
future,2022,2,technology,0.3574
future,2022,3,narratives,0.3493
future,2022,4,aims,0.3479
future,2022,5,offered,0.3471
future,2022,6,better,0.3347
future,2022,7,narrative,0.3222
future,2022,8,responsive,0.3219
future,2022,9,designing,0.3125
future,2022,10,responsibility,0.3105
future,2022,11,investigate,0.3094
future,2022,12,equitable,0.3091
future,2023,1,able,0.3619
future,2023,2,design,0.3329
future,2023,3,extreme,0.3158
future,2023,4,scientific,0.3116
future,2023,5,world,0.3114
future,2023,6,concepts,0.3036
future,2023,7,vision,0.2985
future,2023,8,interior,0.2941
future,2023,9,plans,0.2917
future,2023,10,lens,0.2838
future,2023,11,regenerative,0.2832
future,2023,12,test,0.2814
future,2024,1,offer,0.3674
future,2024,2,creating,0.3237
future,2024,3,think,0.3199
future,2024,4,exhibition,0.3161
future,2024,5,planet,0.3096
future,2024,6,inform,0.3093
future,2024,7,proposals,0.3051
future,2024,8,global,0.2874
future,2024,9,better,0.2829
future,2024,10,presentation,0.2828
future,2024,11,societal,0.2828
future,2024,12,prof,0.2821
future,2025,1,question,0.3703
future,2025,2,materials,0.3687
future,2025,3,zero,0.3454
future,2025,4,able,0.3396
future,2025,5,objectives,0.3331
future,2025,6,scenarios,0.3237
future,2025,7,great,0.3156
future,2025,8,critically,0.3055
future,2025,9,anthropocene,0.2998
future,2025,10,integrating,0.2913
future,2025,11,october,0.2911
future,2025,12,urban,0.2885
future,2026,1,scenarios,0.4554
future,2026,2,able,0.3506
future,2026,3,discipline,0.3103
future,2026,4,profession,0.309
future,2026,5,ideas,0.3076
future,2026,6,feedback,0.3032
future,2026,7,weather,0.2996
future,2026,8,technological,0.2967
future,2026,9,risk,0.2956
future,2026,10,designing,0.2946
future,2026,11,broader,0.2928
future,2026,12,anthropocene,0.2925
global,2020,1,industrial,0.3672
global,2020,2,migration,0.3658
global,2020,3,urbanism,0.3478
global,2020,4,lens,0.3438
global,2020,5,reuse,0.3242
global,2020,6,institutional,0.318
global,2020,7,wide,0.307
global,2020,8,crisis,0.2982
global,2020,9,issues,0.2967
global,2020,10,ecological,0.2944
global,2020,11,anthropocene,0.294
global,2020,12,perspective,0.2906
global,2021,1,emissions,0.3704
global,2021,2,extraction,0.3611
global,2021,3,challenges,0.3583
global,2021,4,consider,0.3354
global,2021,5,infrastructural,0.3205
global,2021,6,climate,0.3148
global,2021,7,physical,0.3141
global,2021,8,shared,0.3119
global,2021,9,works,0.3111
global,2021,10,change,0.3084
global,2021,11,primary,0.3036
global,2021,12,anthropocene,0.3008
global,2022,1,emissions,0.4381
global,2022,2,anthropocene,0.3797
global,2022,3,crisis,0.3686
global,2022,4,regional,0.3622
global,2022,5,migration,0.3602
global,2022,6,introduction,0.3544
global,2022,7,prof,0.3443
global,2022,8,justice,0.3419
global,2022,9,ethics,0.3417
global,2022,10,broader,0.3367
global,2022,11,sciences,0.336
global,2022,12,virtual,0.331
global,2023,1,inquiry,0.351
global,2023,2,societal,0.3211
global,2023,3,regional,0.3188
global,2023,4,disciplinary,0.3182
global,2023,5,technological,0.307
global,2023,6,scientific,0.2974
global,2023,7,knowledge,0.286
global,2023,8,extraction,0.2842
global,2023,9,crisis,0.2834
global,2023,10,creating,0.2834
global,2023,11,collaboration,0.2814
global,2023,12,map,0.2796
global,2024,1,south,0.4417
global,2024,2,resource,0.3629
global,2024,3,territory,0.3403
global,2024,4,works,0.3292
global,2024,5,offer,0.3237
global,2024,6,planet,0.3227
global,2024,7,architecture,0.3201
global,2024,8,north,0.3196
global,2024,9,introduction,0.316
global,2024,10,national,0.3091
global,2024,11,face,0.3049
global,2024,12,crisis,0.3033
global,2025,1,shared,0.3631
global,2025,2,challenges,0.3447
global,2025,3,sustainability,0.3399
global,2025,4,united,0.3268
global,2025,5,justice,0.3249
global,2025,6,component,0.3211
global,2025,7,engagement,0.3028
global,2025,8,strong,0.3024
global,2025,9,investigate,0.3015
global,2025,10,networks,0.2908
global,2025,11,contexts,0.2879
global,2025,12,international,0.2873
global,2026,1,particularly,0.3453
global,2026,2,climate,0.328
global,2026,3,ethical,0.3188
global,2026,4,power,0.3177
global,2026,5,discourse,0.3143
global,2026,6,south,0.3135
global,2026,7,efforts,0.3124
global,2026,8,problem,0.3074
global,2026,9,hoyne,0.2943
global,2026,10,serve,0.2893
global,2026,11,industry,0.2872
global,2026,12,colonial,0.2837
infrastructure,2020,1,systems,0.4805
infrastructure,2020,2,infrastructural,0.4475
infrastructure,2020,3,scenarios,0.373
infrastructure,2020,4,creating,0.3648
infrastructure,2020,5,energy,0.3571
infrastructure,2020,6,online,0.3566
infrastructure,2020,7,timber,0.3554
infrastructure,2020,8,patterns,0.3434
infrastructure,2020,9,conditions,0.3349
infrastructure,2020,10,mass,0.3305
infrastructure,2020,11,green,0.3296
infrastructure,2020,12,migration,0.3287
infrastructure,2021,1,chair,0.3792
infrastructure,2021,2,hoyne,0.3608
infrastructure,2021,3,green,0.3532
infrastructure,2021,4,integration,0.3469
infrastructure,2021,5,reuse,0.3446
infrastructure,2021,6,multi,0.344
infrastructure,2021,7,america,0.3433
infrastructure,2021,8,november,0.3423
infrastructure,2021,9,power,0.3392
infrastructure,2021,10,park,0.3314
infrastructure,2021,11,climate,0.3301
infrastructure,2021,12,look,0.3292
infrastructure,2022,1,urban,0.3858
infrastructure,2022,2,intersection,0.3433
infrastructure,2022,3,america,0.3296
infrastructure,2022,4,mass,0.3289
infrastructure,2022,5,space,0.3223
infrastructure,2022,6,analyze,0.3196
infrastructure,2022,7,management,0.319
infrastructure,2022,8,fabrication,0.3168
infrastructure,2022,9,inquiry,0.3165
infrastructure,2022,10,play,0.3164
infrastructure,2022,11,living,0.3136
infrastructure,2022,12,policies,0.3112
infrastructure,2023,1,infrastructural,0.3509
infrastructure,2023,2,integrating,0.3492
infrastructure,2023,3,online,0.3452
infrastructure,2023,4,lab,0.3403
infrastructure,2023,5,planning,0.3138
infrastructure,2023,6,decisions,0.3132
infrastructure,2023,7,green,0.3124
infrastructure,2023,8,power,0.3124
infrastructure,2023,9,central,0.305
infrastructure,2023,10,washington,0.3046
infrastructure,2023,11,disciplinary,0.3039
infrastructure,2023,12,changing,0.303
infrastructure,2024,1,island,0.3913
infrastructure,2024,2,examine,0.3608
infrastructure,2024,3,patterns,0.3501
infrastructure,2024,4,policy,0.3441
infrastructure,2024,5,human,0.3424
infrastructure,2024,6,networks,0.3313
infrastructure,2024,7,prof,0.3174
infrastructure,2024,8,addressing,0.31
infrastructure,2024,9,technical,0.3095
infrastructure,2024,10,region,0.3045
infrastructure,2024,11,recently,0.3032
infrastructure,2024,12,needs,0.3028
infrastructure,2025,1,green,0.4122
infrastructure,2025,2,integration,0.3825
infrastructure,2025,3,networks,0.3697
infrastructure,2025,4,energy,0.352
infrastructure,2025,5,larger,0.3495
infrastructure,2025,6,consumption,0.3461
infrastructure,2025,7,session,0.343
infrastructure,2025,8,states,0.3297
infrastructure,2025,9,patterns,0.3146
infrastructure,2025,10,explore,0.3133
infrastructure,2025,11,mexico,0.313
infrastructure,2025,12,whose,0.3125
infrastructure,2026,1,patterns,0.4001
infrastructure,2026,2,spaces,0.3861
infrastructure,2026,3,political,0.3798
infrastructure,2026,4,public,0.3749
infrastructure,2026,5,community,0.3608
infrastructure,2026,6,land,0.3602
infrastructure,2026,7,climate,0.3387
infrastructure,2026,8,growth,0.3386
infrastructure,2026,9,policies,0.3348
infrastructure,2026,10,oil,0.3284
infrastructure,2026,11,map,0.3263
infrastructure,2026,12,urban,0.3253
society,2020,1,change,0.5286
society,2020,2,architecture,0.5218
society,2020,3,climate,0.4911
society,2020,4,november,0.389
society,2020,5,discourse,0.3559
society,2020,6,design,0.3473
society,2020,7,architectural,0.3439
society,2020,8,strong,0.3318
society,2020,9,responsibility,0.3298
society,2020,10,today,0.3275
society,2020,11,leadership,0.3207
society,2020,12,service,0.3197
society,2021,1,architecture,0.4643
society,2021,2,hoyne,0.4461
